design,pressures_mpa,fabric_mode,state_log_sigma,state_precision_percent,adjustment,pressure_nuisance_prior_precision_factor,pressure_nuisance_prior_sd_factor,lambda_min,lambda_max,spectral_ratio,condition_number,lambda_min_gain,worst_sd_reduction,determinant_gain,strong_direction_rotation_deg,weak_direction_rotation_deg
symmetric_10_40,10+40,shared,0.0025,0.25,raw,1.0,1.0,80.114703114458,4135.093535036885,0.019374338799265724,7.184334670177772,8866.232646100798,94.16067462641078,154543.137812811,34.37937572474127,34.37937572474127
symmetric_10_40,10+40,shared,0.0025,0.25,shared_static_nuisance,1.0,1.0,3.49879655327477,430.1315959971438,0.008134246788273613,11.08769645201874,1000.0861365627362,31.6241385109972,52299.47215667521,35.256334910746666,35.25633491074668
symmetric_10_40,10+40,shared,0.0025,0.25,full_pressure_nuisance,0.25,2.0,1.3517365881565537,13.45270309008963,0.1004806676475566,3.154704926201977,386.3765730632974,19.65646390028729,631.9444390383027,15.299928882143552,15.299928882143552
symmetric_10_40,10+40,shared,0.0025,0.25,full_pressure_nuisance,1.0,1.0,2.0400586177021927,22.36905461132917,0.09120003742442347,3.3113302132513627,583.1246002085211,24.14797300413683,1585.8698636543522,24.37808963034057,24.37808963034057
symmetric_10_40,10+40,shared,0.0025,0.25,full_pressure_nuisance,4.0,0.5,2.344025709893593,33.63114406458916,0.06969806633374867,3.7878226379724875,670.0096963388971,25.884545511538292,2739.5629387624354,28.58202986583126,28.58202986583126
symmetric_10_40,10+40,shared,0.005,0.5,raw,1.0,1.0,70.42590163911495,1161.30753480569,0.060643627573551066,4.060760855899594,7793.980430180479,88.28352298238035,38153.2747661451,30.007509667905666,30.007509667905666
symmetric_10_40,10+40,shared,0.005,0.5,shared_static_nuisance,1.0,1.0,2.983449740438783,288.6537940738521,0.010335737141481905,9.836243517369127,852.7808573927682,29.20241184205113,29927.69480992833,35.200159607370146,35.20015960737015
symmetric_10_40,10+40,shared,0.005,0.5,full_pressure_nuisance,0.25,2.0,1.2956122821128833,12.849045879080847,0.10083334547215148,3.149183096931712,370.33415975237085,19.24406817053948,578.5264324475497,14.451776607024811,14.451776607024838
symmetric_10_40,10+40,shared,0.005,0.5,full_pressure_nuisance,1.0,1.0,2.0021505339792354,21.015292494373,0.09527112385018319,3.239808614396864,572.2890604971581,23.922563836201963,1462.2089451897587,23.776181215089995,23.77618121509001
symmetric_10_40,10+40,shared,0.005,0.5,full_pressure_nuisance,4.0,0.5,2.313581056386029,31.174964985930316,0.07421278764643936,3.6707991914765197,661.3074824657089,25.715899410009147,2506.5014728324213,28.130317288886612,28.130317288886612
