fabric_mode,state_log_sigma,state_precision_percent,n_additional_pressures,pressure_1_mpa,pressure_2_mpa,pressure_span_mpa,lambda_min,lambda_max,spectral_ratio,condition_number,lambda_min_gain,worst_sd_reduction,determinant_gain,strong_direction_rotation_deg,weak_direction_rotation_deg
shared,0.0025,0.25,1,5.0,,34.0,2.175279334906394,26.043369397816505,0.08352526517128658,3.46011926453869,621.7757085518795,24.935430787373203,1968.7450319991226,26.132595622642494,26.132595622642494
shared,0.0025,0.25,1,7.5,,31.5,2.10765407544084,23.95888741117988,0.08796961391693632,3.3715814600415457,602.4458951594266,24.544773275779644,1754.8631298451144,25.252668225160612,25.252668225160612
shared,0.0025,0.25,1,10.0,,29.0,2.0303556060377717,21.96864561253568,0.09242060898279575,3.289391660748394,580.3511187268924,24.090477760453247,1550.074822523695,24.219177793691365,24.219177793691383
shared,0.0025,0.25,1,12.5,,26.5,1.9378263260872235,20.0135901096157,0.0968255228309177,3.2136980897578677,553.9028103741065,23.535139905556253,1347.7741508894544,22.967221255958854,22.967221255958854
shared,0.0025,0.25,1,15.0,,24.0,1.8243961455886115,18.089889533754555,0.10085170184065564,3.1488964870131997,521.4802475708208,22.835942011899153,1146.917900458939,21.430220680538568,21.430220680538568
shared,0.0025,0.25,1,17.5,,21.5,1.6839741938164245,16.224070800173806,0.10379480061184056,3.1039320158620103,481.3424330114109,21.939517611183042,949.4509532367978,19.541356603119013,19.541356603119013
shared,0.0025,0.25,1,22.5,,16.5,1.3007219952479958,12.857833229364148,0.10116183434993267,3.144065985480661,371.7947057402351,19.281978781759797,581.2052691211328,14.54000418217227,14.54000418217227
shared,0.0025,0.25,1,25.0,,14.0,1.055911749781014,11.465431790674078,0.09209524499896175,3.29519709602387,301.8188357940691,17.372934000740035,420.72208271397807,11.497170759205456,11.497170759205456
shared,0.0025,0.25,1,27.5,,11.5,0.787902370399592,10.323420805816454,0.07632183025569098,3.619725287025266,225.2117908553537,15.00705803465002,282.6658271712948,8.320299692876736,8.320299692876736
shared,0.0025,0.25,1,30.0,,9.0,0.5202513354254445,9.447388272666156,0.055068270765442344,4.261370356284111,148.70717407111175,12.194555099351176,170.80565233499738,5.316513780314977,5.316513780315046
shared,0.0025,0.25,1,35.0,,4.0,0.11095991934879246,8.441167386705153,0.013145091699467355,8.722042327914108,31.716470324912862,5.6317377713200445,32.54961940816031,1.0539025793823351,1.0539025793823351
shared,0.0025,0.25,1,40.0,,1.0,0.009756199689032075,8.237253845309372,0.0011843995428874215,29.057007430295847,2.7886845965383027,1.6699355067002746,2.792803632698107,0.060679259682803605,0.060679259688810015
shared,0.0025,0.25,1,45.0,,6.0,0.19429803956243985,8.622468515308256,0.02253392276440149,6.6616467475456735,55.53760350708053,7.452355567676608,58.22068435278513,1.8935258685202085,1.8935258685202085
shared,0.0025,0.25,1,50.0,,11.0,0.514414833431269,9.440540950447902,0.05448997426433099,4.283923418865924,147.03888480606932,12.125959129325372,168.7670401577603,5.271697665171575,5.271697665171575
shared,0.0025,0.25,1,55.0,,16.0,0.8399046773737893,10.55059725900758,0.07960731101329074,3.5442432648993543,240.07598358056305,15.494385550274753,307.9529121097554,8.967506166935946,8.967506166935989
shared,0.0025,0.25,1,60.0,,21.0,1.1126104927924352,11.81683354308003,0.0941547063971281,3.2589596491555586,318.0254445473511,17.833267915537835,456.9004012188174,12.264415638685081,12.264415638685112
shared,0.0025,0.25,2,5.0,7.5,34.0,2.237025345603689,28.376282936539987,0.07883433325663254,3.561576692225129,639.425014061976,25.28685457034892,2205.990717362865,26.92205928591871,26.92205928591871
shared,0.0025,0.25,2,5.0,10.0,34.0,2.2226537819309438,27.807114754183132,0.07993111840546424,3.537056972127201,635.3170868444336,25.205497155272173,2147.8552916316544,26.748276518711325,26.748276518711325
shared,0.0025,0.25,2,5.0,12.5,34.0,2.2115095340079995,27.380129580109497,0.08077060145159311,3.518627896692808,632.1316464564455,25.14222835105205,2104.2705895830363,26.609555896374886,26.609555896374886
shared,0.0025,0.25,2,5.0,15.0,34.0,2.20280229269269,27.057190187773166,0.08141282510879902,3.5047221009555947,629.6427931623044,25.092684056559282,2071.2641308010234,26.498891135966417,26.498891135966417
shared,0.0025,0.25,2,5.0,17.5,34.0,2.196041834311761,26.815248768601897,0.08189526240320086,3.494383858799567,627.7104028101852,25.054149413025083,2046.4432682345696,26.411695946435316,26.411695946435316
shared,0.0025,0.25,2,5.0,22.5,34.0,2.18705950674316,26.51592579916639,0.08248097853750658,3.4819545475135145,625.1429196374311,25.00285822935912,2015.3230165998305,26.294524260856463,26.294524260856463
shared,0.0025,0.25,2,5.0,25.0,34.0,2.1843566790804445,26.438077313194917,0.08262161628486725,3.4789898100041423,624.3703510030901,24.987403846800294,2006.922922045777,26.259266488584924,26.259266488584924
shared,0.0025,0.25,2,5.0,27.5,34.0,2.182593474695618,26.397876549573546,0.08268064556620096,3.4777476877747966,623.8663616357916,24.977316942293694,2002.2537519452844,26.236587471589324,26.236587471589324
shared,0.0025,0.25,2,5.0,30.0,34.0,2.181615739244623,26.389321555338867,0.08267039888349297,3.477963207921229,623.5868884927045,24.971721776695826,2000.708205732727,26.224569001296434,26.224569001296434
shared,0.0025,0.25,2,5.0,35.0,34.0,2.1815057724270344,26.44769526687416,0.08248377601202093,3.481895500982372,623.5554558877851,24.971092404774467,2005.0327415909856,26.22590072483286,26.22590072483288
shared,0.0025,0.25,2,5.0,40.0,35.0,2.183177069291979,26.581112604783293,0.08213264439875682,3.4893304232804985,624.033174668875,24.98065600957819,2016.6911224312912,26.251947151847016,26.25194715184703
shared,0.0025,0.25,2,5.0,45.0,40.0,2.186010063382817,26.766087338469113,0.08167088583922426,3.499180672610328,624.8429497078264,24.996858796813378,2033.3601960721578,26.294142552528232,26.294142552528218
shared,0.0025,0.25,2,5.0,50.0,45.0,2.1895619645816806,26.985384101835287,0.08113881041377387,3.5106350291889754,625.8582151264742,25.017158414305854,2053.350623580774,26.346203350407148,26.346203350407148
shared,0.0025,0.25,2,5.0,55.0,50.0,2.1935232360319383,27.226410675343928,0.08056600857851526,3.5230927433140327,626.990493782933,25.039778229507803,2075.4386512025535,26.403654132008253,26.403654132008267
shared,0.0025,0.25,2,5.0,60.0,55.0,2.1976822870014834,27.48003527246523,0.07997377969902182,3.5361134406647214,628.1793051792421,25.063505444754572,2098.743981920635,26.46339452382109,26.46339452382109
shared,0.0025,0.25,2,7.5,10.0,31.5,2.189898112069603,26.600486790475383,0.08232549010545633,3.485241186048972,625.9542985761383,25.019078691593307,2024.3740597666686,26.34571033888559,26.34571033888559
shared,0.0025,0.25,2,7.5,12.5,31.5,2.1724190183710523,25.993258877098405,0.08357624677393113,3.4590637652677594,620.9581237424687,24.919031356424526,1962.3731743021115,26.121441148800763,26.12144114880075
shared,0.0025,0.25,2,7.5,15.0,31.5,2.157870166123634,25.509729414766916,0.08459008447476904,3.4382723177593393,616.7995208588789,24.83544887572759,1912.9712048839206,25.931343665888182,25.931343665888182
shared,0.0025,0.25,2,7.5,17.5,31.5,2.1458778215214713,25.127307476143947,0.08540022935440988,3.4219249591044822,613.371662908613,24.766341330697454,1873.8214904288407,25.772706160375865,25.77270616037585
shared,0.0025,0.25,2,7.5,22.5,31.5,2.128552433070676,24.607343670911806,0.08650069920333682,3.400088262692804,608.4194227493539,24.66615946492996,1820.2303759832523,25.541444566987167,25.541444566987167
shared,0.0025,0.25,2,7.5,25.0,31.5,2.122789952763875,24.44814014010148,0.08682827980366215,3.3936683758447885,606.7722916346129,24.632748357311105,1803.5580278643981,25.464538207372893,25.464538207372893
shared,0.0025,0.25,2,7.5,27.5,31.5,2.118686967081785,24.344406318120562,0.08702972417547754,3.3897385032910594,605.599505781908,24.60893142299982,1792.4343297437326,25.41030549003213,25.410305490032112
shared,0.0025,0.25,2,7.5,30.0,31.5,2.11604148358688,24.288658429887754,0.08712055833363946,3.3879709277137096,604.843328242724,24.593562739926966,1786.0967289479004,25.37621965281084,25.376219652810825
shared,0.0025,0.25,2,7.5,35.0,31.5,2.1143465502933685,24.295032038749476,0.08702793834233606,3.3897732822162006,604.3588532915718,24.583711137490447,1785.1343947607088,25.358286377887453,25.358286377887453
