replicate,block_length_samples,fabric_mode,design,pressures_mpa,static_lambda_min,combined_lambda_min,lambda_min_gain,worst_sd_reduction,spectral_ratio
32,5,expanded_nuisance,best_pair,5+7.5,0.0032563718280378406,0.010878146029470237,3.3405724542289055,1.827723298048396,0.0006071327067524356
33,5,shared,best_single,5,0.0035419387294814975,2.1356436548996096,602.9589493244129,24.55522244501998,0.08779120041260711
33,5,shared,best_pair,5+7.5,0.0035419387294814975,2.2027215218424363,621.8971275555892,24.937865336784327,0.0824717505041305
33,5,nuisance,best_single,5,0.0035419387294814975,1.2265520731021018,346.2939838266644,18.608975894085745,0.05928827775051325
33,5,nuisance,best_pair,5+7.5,0.0035419387294814975,1.2813296754636776,361.7594129448001,19.019974052158958,0.0579470644572892
33,5,expanded_nuisance,best_single,5,0.0035419387294814975,0.008881397455296813,2.5074960730890328,1.5835075222710604,0.0005249879438189218
33,5,expanded_nuisance,best_pair,5+7.5,0.0035419387294814975,0.011551123014471809,3.2612430357209403,1.805891202625712,0.0006652963867104355
34,5,shared,best_single,5,0.002846510571078653,2.127182140479292,747.2946568658695,27.336690671437708,0.08733288227966443
34,5,shared,best_pair,5+7.5,0.002846510571078653,2.1941826025468854,770.8324096317775,27.763868779976928,0.0818670884075591
34,5,nuisance,best_single,5,0.002846510571078653,1.2200493644191976,428.6122724486752,20.70295323012336,0.05905297969498921
34,5,nuisance,best_pair,5+7.5,0.002846510571078653,1.2745941110599577,447.77424120963815,21.160676766342757,0.05762633629401822
34,5,expanded_nuisance,best_single,5,0.002846510571078653,0.007949712617869586,2.7927922343380347,1.671164933313895,0.00047108792813751007
34,5,expanded_nuisance,best_pair,5+7.5,0.002846510571078653,0.010277460143029327,3.610546978975314,1.9001439363835873,0.0005931016553101135
35,5,shared,best_single,5,0.0035338690842985354,2.1989923654190004,622.261977725611,24.945179448655225,0.08803682071025382
35,5,shared,best_pair,5+7.5,0.0035338690842985354,2.269001735622333,642.072946534386,25.339158362786755,0.08294462796476018
35,5,nuisance,best_single,5,0.0035338690842985354,1.262015357542537,357.1200085339449,18.89761912342253,0.0592697299072612
35,5,nuisance,best_pair,5+7.5,0.0035338690842985354,1.3179938446290165,372.9605747097547,19.312187206780973,0.0580255974811334
35,5,expanded_nuisance,best_single,5,0.0035338690842985354,0.009184596307487247,2.599019966046752,1.6121476253888016,0.0005285999816433833
35,5,expanded_nuisance,best_pair,5+7.5,0.0035338690842985354,0.01183941983975334,3.350271206241766,1.8303746081722632,0.0006646231290473854
36,5,shared,best_single,5,0.0035712811400043787,2.16062140392252,604.9989679389595,24.596726772864706,0.08746776169119438
