block_length_samples,block_length_m,replicate,best_pressure_1_mpa,best_pressure_2_mpa,best_lambda_min,full_sample_design_lambda_min,full_sample_design_selected,full_sample_design_regret_fraction
10,40,71,5.0,7.5,0.011193103608620358,0.011193103608620358,True,0.0
10,40,72,5.0,7.5,0.011636078857846233,0.011636078857846233,True,0.0
10,40,73,5.0,7.5,0.010862472428469161,0.010862472428469161,True,0.0
10,40,74,5.0,7.5,0.011221702557860258,0.011221702557860258,True,0.0
10,40,75,5.0,7.5,0.011140703983397948,0.011140703983397948,True,0.0
10,40,76,5.0,7.5,0.011087411285667148,0.011087411285667148,True,0.0
10,40,77,5.0,7.5,0.009851140781931722,0.009851140781931722,True,0.0
10,40,78,5.0,7.5,0.010821847694682418,0.010821847694682418,True,0.0
10,40,79,5.0,7.5,0.01028816950215461,0.01028816950215461,True,0.0
10,40,80,5.0,7.5,0.011116818775321669,0.011116818775321669,True,0.0
10,40,81,5.0,7.5,0.010856130889013826,0.010856130889013826,True,0.0
10,40,82,5.0,7.5,0.011488998786286508,0.011488998786286508,True,0.0
10,40,83,5.0,7.5,0.011045960017472822,0.011045960017472822,True,0.0
10,40,84,5.0,7.5,0.01071717422765639,0.01071717422765639,True,0.0
10,40,85,5.0,7.5,0.011719356133862213,0.011719356133862213,True,0.0
10,40,86,5.0,7.5,0.010852814467853023,0.010852814467853023,True,0.0
10,40,87,5.0,7.5,0.01160036829742106,0.01160036829742106,True,0.0
10,40,88,5.0,7.5,0.010823634598263965,0.010823634598263965,True,0.0
10,40,89,5.0,7.5,0.010883754318805394,0.010883754318805394,True,0.0
10,40,90,5.0,7.5,0.010488811486939476,0.010488811486939476,True,0.0
10,40,91,5.0,7.5,0.011637736045198466,0.011637736045198466,True,0.0
10,40,92,5.0,7.5,0.01090229055940739,0.01090229055940739,True,0.0
10,40,93,5.0,7.5,0.010525537265025697,0.010525537265025697,True,0.0
10,40,94,5.0,7.5,0.011062840720069023,0.011062840720069023,True,0.0
10,40,95,5.0,7.5,0.00980229449248693,0.00980229449248693,True,0.0
10,40,96,5.0,7.5,0.010822062146940148,0.010822062146940148,True,0.0
10,40,97,5.0,7.5,0.011552962967742442,0.011552962967742442,True,0.0
10,40,98,5.0,7.5,0.011515988634641428,0.011515988634641428,True,0.0
10,40,99,5.0,7.5,0.010697849232141898,0.010697849232141898,True,0.0
