angle_to_static_strong_deg,information_over_baseline_lambda_max,lambda_min_gain,spectral_ratio,worst_sd_reduction
1.0,0.3548133892335757,1.1875290281410569,0.0003728465769481077,1.0897380548283413
1.0,0.3981071705534973,1.2038941038260376,0.0003662811767405454,1.0972210824742832
1.0,0.4466835921509635,1.221089657993963,0.000359039363014604,1.1050292566235353
1.0,0.5011872336272725,1.239058213790425,0.00035109617843529374,1.1131299177501361
1.0,0.5623413251903491,1.2577263660213354,0.00034243689817630763,1.1214840016787289
1.0,0.6309573444801936,1.2770053095941687,0.00033305910560298574,1.1300465962048507
1.0,0.707945784384138,1.2967920302619511,0.0003229744662821477,1.1387677683627822
1.0,0.7943282347242822,1.3169711591739517,0.0003122100238763007,1.1475936385210366
1.0,0.8912509381337459,1.3374174430065786,0.0003008088578285487,1.156467657570491
1.0,1.0,1.3579987310181265,0.00028882998081410094,1.165332026084466
1.0,1.122018454301963,1.3785793351759086,0.00027634741145175963,1.174129181638847
1.0,1.2589254117941688,1.3990235854499813,0.00026344842875363384,1.1828032741965087
1.0,1.4125375446227555,1.4191993841153596,0.0002502310902478004,1.1913015504545268
1.0,1.584893192461114,1.4389815629672118,0.0002368011651755658,1.199575576179847
1.0,1.7782794100389228,1.4582548658363301,0.0002232686877752625,1.2075822397817593
1.0,1.9952623149688788,1.4769164129547958,0.00020974436602423264,1.2152844987717057
1.0,2.2387211385683425,1.4948775489900916,0.00019633608490595786,1.2226518510966609
1.0,2.5118864315095824,1.5120650270640872,0.0001831457212803869,1.229660533262773
1.0,2.818382931264455,1.5284215307066469,0.00017026644465753096,1.2362934646380068
1.0,3.1622776601683795,1.5439055793937844,0.0001577806221733634,1.2425399709441078
1.0,3.5481338923357533,1.558490897283348,0.00014575838534867903,1.2483953289256364
1.0,3.9810717055349776,1.572165347075257,0.00013425685867101932,1.2538601784390702
1.0,4.4668359215096345,1.5849295415098803,0.00012332000175580254,1.2589398482492642
1.0,5.011872336272725,1.596795245051396,0.00011297898144498426,1.2636436384722538
1.0,5.62341325190349,1.607783669911413,0.00010325296887011443,1.267984096868495
1.0,6.309573444801943,1.6179237565230389,9.415024839130394e-05,1.271976319167554
1.0,7.0794578438413875,1.62725051122707,8.56695281449968e-05,1.2756372961100935
1.0,7.943282347242821,1.6358034556568308,7.780135274535538e-05,1.2789853226901515
1.0,8.91250938133746,1.6436252248096406,7.052953442353478e-05,1.282039478647066
1.0,10.0,1.6507603352288633,6.383253682403096e-05,1.284819183865521
1.0,11.220184543019652,1.6572541317515728,5.768476364646904e-05,1.2873438281017129
1.0,12.589254117941687,1.663151911153369,5.205772081246954e-05,1.2896324713473095
1.0,14.125375446227554,1.668498213613324,4.692103494817123e-05,1.291703609042463
1.0,15.848931924611142,1.6733362680278365,4.2243322314494534e-05,1.2935749951308724
1.0,17.78279410038923,1.6777075742927798,3.7992910869249714e-05,1.295263515387035
