trajectory,n_samples,fabric_mode,Vcem_fraction,Cn,pressure_1_mpa,pressure_2_mpa,baseline_lambda_min,lambda_min,lambda_max,spectral_ratio,condition_number,lambda_min_gain,worst_sd_reduction,determinant_gain,strong_direction_rotation_deg,weak_direction_rotation_deg
19A,29,nuisance,0.024592733574879642,4.7029523059115945,5.0,7.5,0.006201638026400502,1.515113712789758,5.825872039936532,0.26006642480363573,1.9609108806087885,244.30863367708457,15.630375353045254,504.1052426143631,37.36659477038156,37.36659477038156
19A,29,expanded_nuisance,0.024592733574879642,4.7029523059115945,5.0,7.5,0.006201638026400502,0.01663576128066513,7.104331118902283,0.002341636531608564,20.6652306810642,2.682478598371325,1.6378274018868182,6.749644793131411,0.6613135372887478,0.6613135372887478
BT2,30,nuisance,0.002709648210837285,8.292355473009664,5.0,7.5,0.00016278522457779943,0.2585179857001849,239.18282244592814,0.0010808384275113564,30.417226485536375,1588.092447399194,39.850877623951945,2512.819407906873,1.417590437497285,1.417590437497285
BT2,30,expanded_nuisance,0.002709648210837285,8.292355473009664,5.0,7.5,0.00016278522457779943,0.0004900672326542121,216.66591216106832,2.2618566426355923e-06,664.9170388921043,3.0105142154348035,1.7350833453856918,4.315059442478565,0.002888360157926498,0.002888360157926498
