profile,Vcem_fraction,Vcem_percent,start_strategy,start_lnCn,start_Cn,result_lnCn,result_Cn,objective,success,nfev,optimality,active_bounds,start_phi_bias_sigma,start_vsh_bias_sigma,start_sw_bias_sigma,start_f_kf_shift_sigma,start_log_clay_mod_scale_sigma,start_brine_salinity_shift_sigma,start_GOR_shift_sigma,start_log_cement_mod_scale_sigma,start_phic_pack_shift_sigma,result_phi_bias_sigma,result_vsh_bias_sigma,result_sw_bias_sigma,result_f_kf_shift_sigma,result_log_clay_mod_scale_sigma,result_brine_salinity_shift_sigma,result_GOR_shift_sigma,result_log_cement_mod_scale_sigma,result_phic_pack_shift_sigma,start_logP_calibration_sigma,start_log_stress_bulk_scale_sigma,start_log_stress_shear_scale_sigma,start_stiff_cement_volume_shift_sigma,start_ln_soft_cn_offset_sigma,start_ln_stiff_cn_offset_sigma,start_soft_phic_shift_sigma,result_logP_calibration_sigma,result_log_stress_bulk_scale_sigma,result_log_stress_shear_scale_sigma,result_stiff_cement_volume_shift_sigma,result_ln_soft_cn_offset_sigma,result_ln_stiff_cn_offset_sigma,result_soft_phic_shift_sigma
static,0.0186999999999999,1.8699999999999901,stored_original,1.598765677160309,4.9469225548994125,1.598765677160309,4.9469225548994125,0.0020678965468175,True,37,0.0097831844305706,0,-0.0005593584831716,1.972852214319357e-09,0.0015716418037561,0.0132053719405844,-0.0248295931998197,0.004879286800439,-0.0023323998362894,-0.001252392533971,0.0051329785056186,-0.0005593584831716,1.972852214319357e-09,0.0015716418037561,0.0132053719405844,-0.0248295931998197,0.004879286800439,-0.0023323998362894,-0.001252392533971,0.0051329785056186,,,,,,,,,,,,,,
static,0.0206666666666666,2.06666666666666,stored_original,1.577003901711546,4.84043165520518,1.577003901711546,4.84043165520518,0.0036110744702818,True,33,0.012822892579649,0,-0.0006055720802729,2.005215729755556e-09,0.0020787105027532,0.0164762367106013,-0.0319408308973686,0.0064635989753095,-0.0031584886112928,-0.0010354970667301,0.0078252011525025,-0.0006055720802729,2.005215729755556e-09,0.0020787105027532,0.0164762367106013,-0.0319408308973686,0.0064635989753095,-0.0031584886112928,-0.0010354970667301,0.0078252011525025,,,,,,,,,,,,,,
static,0.0226333333333333,2.26333333333333,stored_original,1.558184426966571,4.750189096133932,1.558184426966571,4.750189096133932,0.0056072570903611,True,36,0.0162729214039008,0,-0.0007535455107607,2.516052936435251e-10,0.0026087340110382,0.0205982043917739,-0.0390482864187801,0.0081046430762202,-0.0040080538598803,-0.0010769127550228,0.0102548502057496,-0.0007535455107607,2.516052936435251e-10,0.0026087340110382,0.0205982043917739,-0.0390482864187801,0.0081046430762202,-0.0040080538598803,-0.0010769127550228,0.0102548502057496,,,,,,,,,,,,,,
static,0.0245999999999999,2.45999999999999,stored_original,1.5417166201587882,4.672604477385909,1.5417166201587882,4.672604477385909,0.0080644561676882,True,30,0.0184598582539939,0,-0.0009031905751481,4.789654869015298e-10,0.0031444886879662,0.0247556808898774,-0.0460212582817456,0.009768084571058,-0.0048769189530592,-0.0011012312404621,0.0127873715317042,-0.0009031905751481,4.789654869015298e-10,0.0031444886879662,0.0247556808898774,-0.0460212582817456,0.009768084571058,-0.0048769189530592,-0.0011012312404621,0.0127873715317042,,,,,,,,,,,,,,
static,0.0265666666666666,2.65666666666666,stored_original,1.527242401104015,4.605459285984246,1.527242401104015,4.605459285984246,0.010996591742294,True,31,0.0224909135902104,0,-0.00106164369801,1.7630135434841004e-09,0.0036855768233458,0.0289974260187487,-0.0528806008287384,0.0114541844528019,-0.0057632686025173,-0.0011304843796439,0.0153937023669067,-0.00106164369801,1.7630135434841004e-09,0.0036855768233458,0.0289974260187487,-0.0528806008287384,0.0114541844528019,-0.0057632686025173,-0.0011304843796439,0.0153937023669067,,,,,,,,,,,,,,
static,0.0285333333333333,2.85333333333333,stored_original,1.514487414943961,4.547089759125569,1.514487414943961,4.547089759125569,0.0144183094016679,True,30,0.0276022862008189,0,-0.0012207675729733,5.258838837723797e-09,0.0042319650246089,0.033364927417633,-0.0596652025498119,0.0131665575519525,-0.0066658389210462,-0.0011844250130721,0.0180528270250118,-0.0012207675729733,5.258838837723797e-09,0.0042319650246089,0.033364927417633,-0.0596652025498119,0.0131665575519525,-0.0066658389210462,-0.0011844250130721,0.0180528270250118,,,,,,,,,,,,,,
static,0.0305,3.05,stored_original,1.503218233080719,4.496135423759528,1.503218233080719,4.496135423759528,0.0183443604452614,True,34,0.0278793140671998,0,-0.001395109695963,3.620645869816464e-10,0.0047770237362387,0.0377399433187565,-0.0664143249006988,0.0149185049443944,-0.0075782231393565,-0.0012542046957796,0.0207781964039963,-0.001395109695963,3.620645869816464e-10,0.0047770237362387,0.0377399433187565,-0.0664143249006988,0.0149185049443944,-0.0075782231393565,-0.0012542046957796,0.0207781964039963,,,,,,,,,,,,,,
static,0.0324666666666666,3.2466666666666604,stored_original,1.4938032628560227,4.454003091169924,1.4938032628560227,4.454003091169924,0.022823589420365,True,31,0.0309348064632048,0,-0.0018480018332872,9.811769210097448e-10,0.0054489288497879,0.0447511424781854,-0.0736075190478281,0.0169682139514375,-0.0084770117679447,-0.0038412298146224,0.0201593054298162,-0.0018480018332872,9.811769210097448e-10,0.0054489288497879,0.0447511424781854,-0.0736075190478281,0.0169682139514375,-0.0084770117679447,-0.0038412298146224,0.0201593054298162,,,,,,,,,,,,,,
static,0.0344333333333333,3.4433333333333302,stored_original,1.4857646048400572,4.418342407570633,1.4857646048400572,4.418342407570633,0.0279285527901931,True,36,0.0335142531582933,0,-0.0024867686237281,5.565299952006678e-10,0.0061615850970441,0.0534195065742518,-0.0812125904084834,0.0191663732650855,-0.0094241114609528,-0.006817807473132,0.0191451221887881,-0.0024867686237281,5.565299952006678e-10,0.0061615850970441,0.0534195065742518,-0.0812125904084834,0.0191663732650855,-0.0094241114609528,-0.006817807473132,0.0191451221887881,,,,,,,,,,,,,,
static,0.0363999999999999,3.63999999999999,stored_original,1.478149071963324,4.3848221749260645,1.478149071963324,4.3848221749260645,0.0335008558338891,True,39,0.0439274935812978,0,-0.0028350665754713,7.992531973214772e-10,0.0067137880695249,0.0592572521221055,-0.0879577263218554,0.0210054040730293,-0.0103663246333367,-0.007343609247545,0.0214539320537309,-0.0028350665754713,7.992531973214772e-10,0.0067137880695249,0.0592572521221055,-0.0879577263218554,0.0210054040730293,-0.0103663246333367,-0.007343609247545,0.0214539320537309,,,,,,,,,,,,,,
static,0.0383666666666666,3.83666666666666,stored_original,1.4714737444298744,4.3556495275483105,1.4714737444298744,4.3556495275483105,0.0396485810138506,True,36,0.0416313184324027,0,-0.0031706549051239,9.074938231435231e-10,0.0073108517307314,0.0652505196738009,-0.0947106790440817,0.0229397000626816,-0.0113640544815665,-0.0078301660990062,0.0239958145976037,-0.0031706549051239,9.074938231435231e-10,0.0073108517307314,0.0652505196738009,-0.0947106790440817,0.0229397000626816,-0.0113640544815665,-0.0078301660990062,0.0239958145976037,,,,,,,,,,,,,,
static,0.0403333333333333,4.03333333333333,stored_original,1.4653266657627286,4.3289571314364474,1.4653266657627286,4.3289571314364474,0.0463130480470813,True,29,0.0474413947997143,0,-0.0033424884053216,2.827012772798586e-09,0.0078468138510272,0.0696174489573643,-0.1010197808273505,0.0247070495343251,-0.0123508634375647,-0.00741533001973,0.0278135891768175,-0.0033424884053216,2.827012772798586e-09,0.0078468138510272,0.0696174489573643,-0.1010197808273505,0.0247070495343251,-0.0123508634375647,-0.00741533001973,0.0278135891768175,,,,,,,,,,,,,,
static,0.0423,4.2299999999999995,stored_original,1.4600700280981909,4.3062610770601815,1.4600700280981909,4.3062610770601815,0.0536193979794935,True,60,0.0491126165268486,0,-0.0035729703596807,1.1379369962633776e-09,0.0084377138169815,0.0747705413819212,-0.107490989884318,0.0266245955759347,-0.013381100464792,-0.0074764863709863,0.031123350692872,-0.0035729703596807,1.1379369962633776e-09,0.0084377138169815,0.0747705413819212,-0.107490989884318,0.0266245955759347,-0.013381100464792,-0.0074764863709863,0.031123350692872,,,,,,,,,,,,,,
static,0.0442666666666666,4.42666666666666,stored_original,1.4549004855461205,4.284057118784069,1.4549004855461205,4.284057118784069,0.0614351123917298,True,36,0.0512641775785285,0,-0.0034147228375775,1.3228670150998043e-09,0.0088732233184447,0.0763954045056465,-0.1130176613714986,0.0282140546478902,-0.014348092472204,-0.0057826038361721,0.0368851554863302,-0.0034147228375775,1.3228670150998043e-09,0.0088732233184447,0.0763954045056465,-0.1130176613714986,0.0282140546478902,-0.014348092472204,-0.0057826038361721,0.0368851554863302,,,,,,,,,,,,,,
static,0.0462333333333333,4.62333333333333,stored_original,1.450802321152064,4.266536274609442,1.450802321152064,4.266536274609442,0.0699936428817805,True,31,0.0549994635437784,0,-0.0035482944403308,1.1159456597799732e-09,0.0094729854284042,0.0807618439618696,-0.1193218815511286,0.0301256592434013,-0.0154242530933298,-0.0054121451432641,0.0410632090239519,-0.0035482944403308,1.1159456597799732e-09,0.0094729854284042,0.0807618439618696,-0.1193218815511286,0.0301256592434013,-0.0154242530933298,-0.0054121451432641,0.0410632090239519,,,,,,,,,,,,,,
static,0.0481999999999999,4.8199999999999905,stored_original,1.447330061550233,4.251747443252774,1.447330061550233,4.251747443252774,0.0792292466783517,True,30,0.0617689755879969,0,-0.0037394240556769,9.136483761858524e-09,0.0100691453110982,0.0855353919850276,-0.1256238461215875,0.0320412170983503,-0.0164992687274392,-0.0051845121017915,0.0451334554758684,-0.0037394240556769,9.136483761858524e-09,0.0100691453110982,0.0855353919850276,-0.1256238461215875,0.0320412170983503,-0.0164992687274392,-0.0051845121017915,0.0451334554758684,,,,,,,,,,,,,,
static,0.0501666666666666,5.01666666666666,stored_original,1.4444251756164646,4.239414523446037,1.4444251756164646,4.239414523446037,0.0891581011514767,True,39,0.0629436475079944,0,-0.0039499598185098,2.802784122989722e-10,0.0106736775930938,0.0905274842923304,-0.1319828409432077,0.0339880163699729,-0.0175889536147107,-0.0050385453318802,0.0492148127199442,-0.0039499598185098,2.802784122989722e-10,0.0106736775930938,0.0905274842923304,-0.1319828409432077,0.0339880163699729,-0.0175889536147107,-0.0050385453318802,0.0492148127199442,,,,,,,,,,,,,,
static,0.0521333333333333,5.21333333333333,stored_original,1.4419851135969155,4.229082699354254,1.4419851135969155,4.229082699354254,0.0997965392644435,True,33,0.072736191979712,0,-0.0041646159467764,1.7957708214166215e-09,0.0112813701159277,0.0954745602660054,-0.1383160545661801,0.0359426622668576,-0.018692853940751,-0.0048562120232154,0.0534641568164025,-0.0041646159467764,1.7957708214166215e-09,0.0112813701159277,0.0954745602660054,-0.1383160545661801,0.0359426622668576,-0.018692853940751,-0.0048562120232154,0.0534641568164025,,,,,,,,,,,,,,
static,0.0540999999999999,5.4099999999999895,stored_original,1.4400168171041028,4.220766797474335,1.4400168171041028,4.220766797474335,0.1111712757450171,True,33,0.0887501297703196,0,-0.0043457665559144,1.0608840197384268e-10,0.0118998641236469,0.1005998692158355,-0.1446819302996115,0.0379176816971437,-0.0198161975840283,-0.0047231494742267,0.0577810498718431,-0.0043457665559144,1.0608840197384268e-10,0.0118998641236469,0.1005998692158355,-0.1446819302996115,0.0379176816971437,-0.0198161975840283,-0.0047231494742267,0.0577810498718431,,,,,,,,,,,,,,
static,0.0560666666666666,5.60666666666666,stored_original,1.4384636872021357,4.214216486410666,1.4384636872021357,4.214216486410666,0.1232990248029916,True,29,0.0775622528911628,0,-0.0045614679688137,5.662437745176061e-09,0.0125025892394895,0.1054343733209318,-0.1510927356838757,0.0399306673023171,-0.0209377967534367,-0.0045229280581203,0.0623300415290422,-0.0045614679688137,5.662437745176061e-09,0.0125025892394895,0.1054343733209318,-0.1510927356838757,0.0399306673023171,-0.0209377967534367,-0.0045229280581203,0.0623300415290422,,,,,,,,,,,,,,
