profile,Vcem_fraction,Vcem_percent,lnCn_MAP,Cn_MAP,objective_MAP,nuisance_prior_norm,optimizer_success,optimizer_nfev,optimizer_optimality,active_bounds,MAP_phi_bias_sigma,MAP_vsh_bias_sigma,MAP_sw_bias_sigma,MAP_f_kf_shift_sigma,MAP_log_clay_mod_scale_sigma,MAP_brine_salinity_shift_sigma,MAP_GOR_shift_sigma,MAP_log_cement_mod_scale_sigma,MAP_phic_pack_shift_sigma,MAP_logP_calibration_sigma,MAP_log_stress_bulk_scale_sigma,MAP_log_stress_shear_scale_sigma,MAP_stiff_cement_volume_shift_sigma,MAP_ln_soft_cn_offset_sigma,MAP_ln_stiff_cn_offset_sigma,MAP_soft_phic_shift_sigma
static,0.018699999999999998,1.8699999999999999,1.598765677160309,4.9469225548994125,0.0020678965468175375,0.029169109868236887,True,37,0.009783184430570635,0,-0.0005593584831716829,1.9728522143193572e-09,0.0015716418037561614,0.013205371940584427,-0.02482959319981974,0.0048792868004390024,-0.0023323998362894624,-0.0012523925339710414,0.005132978505618697,,,,,,,
static,0.020666666666666667,2.0666666666666664,1.577003901711546,4.84043165520518,0.0036110744702818665,0.037555705275368716,True,33,0.012822892579649005,0,-0.0006055720802729791,2.005215729755556e-09,0.0020787105027532237,0.01647623671060137,-0.03194083089736864,0.006463598975309507,-0.00315848861129281,-0.001035497066730138,0.007825201152502589,,,,,,,
static,0.02263333333333333,2.263333333333333,1.558184426966571,4.750189096133932,0.005607257090361179,0.046308740528613425,True,36,0.01627292140390089,0,-0.0007535455107607015,2.516052936435251e-10,0.002608734011038222,0.020598204391773928,-0.03904828641878018,0.008104643076220264,-0.004008053859880313,-0.0010769127550228836,0.010254850205749675,,,,,,,
static,0.024599999999999997,2.4599999999999995,1.5417166201587882,4.672604477385909,0.008064456167688295,0.055003935387181464,True,30,0.01845985825399394,0,-0.0009031905751481898,4.789654869015299e-10,0.0031444886879662707,0.024755680889877466,-0.04602125828174568,0.009768084571058015,-0.0048769189530592436,-0.0011012312404621264,0.012787371531704231,,,,,,,
static,0.026566666666666666,2.6566666666666667,1.527242401104015,4.605459285984246,0.010996591742294034,0.06367555965628097,True,31,0.022490913590210413,0,-0.0010616436980100978,1.7630135434841006e-09,0.0036855768233458133,0.028997426018748742,-0.052880600828738474,0.011454184452801925,-0.005763268602517302,-0.0011304843796439584,0.01539370236690679,,,,,,,
static,0.02853333333333333,2.853333333333333,1.5144874149439613,4.54708975912557,0.014418309401667957,0.07237163567881812,True,30,0.027602286200818914,0,-0.0012207675729733827,5.258838837723797e-09,0.004231965024608927,0.033364927417633035,-0.059665202549811995,0.01316655755195253,-0.006665838921046244,-0.0011844250130721972,0.018052827025011875,,,,,,,
static,0.0305,3.05,1.5032182330807187,4.496135423759527,0.01834436044526148,0.08107545800984829,True,34,0.027879314067199883,0,-0.0013951096959630876,3.6206458698164634e-10,0.004777023736238722,0.037739943318756596,-0.06641432490069887,0.0149185049443944,-0.007578223139356571,-0.001254204695779662,0.02077819640399639,,,,,,,
static,0.032466666666666665,3.2466666666666666,1.4938032628560227,4.454003091169924,0.02282358942036508,0.09074563463319942,True,31,0.030934806463204862,0,-0.0018480018332872779,9.811769210097448e-10,0.0054489288497879765,0.044751142478185436,-0.07360751904782818,0.016968213951437567,-0.008477011767944768,-0.003841229814622418,0.020159305429816237,,,,,,,
static,0.03443333333333333,3.443333333333333,1.4857646048400572,4.418342407570633,0.027928552790193118,0.10179616700012864,True,36,0.03351425315829337,0,-0.0024867686237281168,5.565299952006679e-10,0.0061615850970441,0.05341950657425185,-0.08121259040848343,0.019166373265085572,-0.009424111460952896,-0.0068178074731320044,0.019145122188788128,,,,,,,
static,0.036399999999999995,3.6399999999999997,1.478149071963324,4.3848221749260645,0.033500855833889176,0.11119345118092502,True,39,0.04392749358129786,0,-0.002835066575471387,7.992531973214773e-10,0.00671378806952499,0.05925725212210558,-0.08795772632185543,0.021005404073029324,-0.010366324633336796,-0.0073436092475450835,0.02145393205373098,,,,,,,
