scenario,Vcem_fraction,Vcem_percent,lnCn_MAP,Cn_MAP,objective_MAP,static_lambda_min,static_lambda_max,combined_lambda_min,combined_lambda_max,lambda_min_gain,static_spectral_ratio,combined_spectral_ratio,weak_rotation_combined_vs_static_deg,static_weak_rotation_vs_pooled_deg,combined_weak_rotation_vs_pooled_deg,bounding_weight_min,bounding_weight_max,convex_weight_valid
shared_generic,0.0083863298890968,0.83863298890968,1.7822753372212383,5.94336420317182,2.2999999411911354,0.0018282037193686484,19.059205674628814,2.118579562197284,52.66516091582106,1158.831228572773,9.592234590355002e-05,0.04022734432699406,15.678443269406301,11.26566953601439,26.944112805420737,0.6812521673079124,0.806458026175102,True
shared_generic,0.008623627943236149,0.8623627943236148,1.7757717634912744,5.904836515499847,2.010825295258406,0.0019142456127982932,18.064651408170302,2.1361160572117064,50.390590189711304,1115.9048990004355,0.00010596637430448925,0.042391169644364596,16.24609718437057,10.606443529516037,26.852540713886658,0.6870798019775712,0.8123237185705545,True
shared_generic,0.008860925997375499,0.8860925997375498,1.769487607011314,5.867845947837231,1.7457968123859844,0.002001899774206173,17.153025489365028,2.1531805601078853,48.27560255172334,1075.5686113015827,0.00011670826090985302,0.044601837083254,16.81462667224196,9.94837291996328,26.762999592205276,0.6927185782479685,0.8179296815406184,True
shared_generic,0.00909822405151485,0.9098224051514849,1.76341065910679,5.832295482268478,1.5036829977165114,0.002091087997224239,16.31554583129027,2.1698077246912515,46.305497023242665,1037.6453442282232,0.00012816537177775015,0.046858534389602476,17.383868110399476,9.29164511270548,26.675513223104993,0.6981782546819203,0.8232910574305033,True
shared_generic,0.0093355221056542,0.9335522105654199,1.7575296908924365,5.7980965977631325,1.2833406244329382,0.002181732160764671,15.544551582585882,2.186029357947043,44.467286936562495,1001.9696263636989,0.00014035349615416397,0.0491603942706389,17.95367032387191,8.63644357161303,26.590113895484983,0.7034681211089967,0.8284224237995488,True
shared_generic,0.00957282015979355,0.9572820159793549,1.75183434214688,5.765168273730881,1.0837071169438184,0.0022737550379701155,14.833335626154202,2.2018747680261503,42.749459673944386,968.3869771617368,0.00015328683279848537,0.05150649352810847,18.52389502649968,7.982947292355849,26.506842318855522,0.7084368937448368,0.8333379212311062,True
shared_generic,0.009810118213932899,0.9810118213932899,1.746315079926761,5.733436446973225,0.9037937338520129,0.0023670782640801136,14.176009855030763,2.217370433811775,41.14175595038839,936.75416966979,0.0001669777524343416,0.05389586279413148,19.094408222513486,7.33133169426144,26.425739916774972,0.7132240235127916,0.8380507750797042,True
shared_generic,0.010047416268072248,1.004741626807225,1.7409632517387208,5.702834042630039,0.7426794454394394,0.0024616187348494023,13.567395014948977,2.232539124104281,39.634964917628935,906.9394429356519,0.00018143635768967547,0.05632751608949418,19.665062952324153,6.681770513584879,26.346833465909096,0.7178760812126348,0.8425723630765828,True
shared_generic,0.0102847143222116,1.0284714322211599,1.7357707289491253,5.673298694743596,0.5995054176048233,0.0025572973967351587,13.002907587450961,2.2474027366103737,38.220872554314035,878.8194675674326,0.00019667119677165077,0.058800403717018404,20.23573445249077,6.034431078849865,26.27016553134071,0.7223998117181326,0.8469144218429756,True
shared_generic,0.01052201237635095,1.0522012376350949,1.7307301041151653,5.644773676806006,0.47347002894732376,0.0026540314791949626,12.478491302702537,2.2619803024283063,36.89206998409322,852.280886703885,0.0002126884905245047,0.06131345580238805,20.806288835916572,5.389478324929757,26.195767160846355,0.7268013195704844,0.8510871934492545,True
shared_generic,0.010759310430490299,1.0759310430490299,1.7258344326386934,5.617206254906253,0.36382435911826566,0.002751739183496582,11.990540089842682,2.276289292980835,35.64188834313752,827.2184030495208,0.00022949251350467612,0.06386556377333781,21.376599426398453,4.747072274830023,26.123671701228485,0.7310863974232168,0.8551004757888682,True
shared_generic,0.01099660848462965,1.099660848462965,1.721077313759596,5.590547995511196,0.26986809537652395,0.0028503379146194163,11.5358422762494,2.2903454649124866,34.46429999643653,803.5347153631427,0.0002470853749871253,0.0664555921678171,21.946540233291422,4.1073689466084975,26.05390917989993,0.73526043509499,0.8589632843862212,True
shared_generic,0.011233906538769,1.1233906538769,1.7164527747588014,5.564753976962523,0.1909458118587363,0.0029497453439120136,11.111528984225416,2.3041631598133985,33.353849257360494,781.1396887426117,0.00026546709711144586,0.06908237613099238,22.51598888370817,3.4705197409177098,25.98650862462597,0.7393284979152732,0.8626840644205253,True
shared_generic,0.01147120459290835,1.147120459290835,1.7119552416784094,5.539782508961739,0.12644358204815256,0.0030498795567175385,10.715031424969691,2.3177554454765286,32.30558729782336,759.9498283043789,0.000284635614750534,0.07174472403517304,23.084826455223016,2.836671354176981,25.921497809399966,0.7432953462572278,0.8662707202199667,True
shared_generic,0.0117085026470477,1.1708502647047698,1.707579504299198,5.515594833615733,0.07578588996980767,0.003150659003613221,10.344044350824797,2.331134207059429,31.315015017748188,739.8878153383312,0.0003045867647852843,0.07444142069669227,23.65293687804615,2.2059657742287073,25.85890265227483,0.7471654459338233,0.8697306140798989,True
shared_generic,0.011945800701187049,1.1945800701187048,1.7033207078925294,5.492154986354378,0.038432809875763876,0.003252002427482026,9.996494693673178,2.3443102306783485,30.378033141991406,720.8820666513188,0.0003253142753669675,0.07717123158437207,24.22020609010107,1.5785403441990777,25.79874643430031,0.7509429730891883,0.8730705533038645,True
shared_generic,0.012183098755326398,1.2183098755326398,1.6991742947228545,5.4694293900046596,0.013877427745107213,0.0033538295161332776,9.670513683405868,2.357293391429173,29.490902302164464,702.866195222398,0.0003468098620126339,0.07993290158694673,24.78652385804482,0.954527405577857,25.74105126362269,0.7546318625219254,0.8762969218729999,True
shared_generic,0.012420396809465748,1.2420396809465748,1.6951391549178652,5.447403945521849,0.0016429479013990477,0.0034684332984151744,9.357127223294334,2.368893468630155,28.64305766170549,682.9866008126983,0.0003706728802169748,0.08270393114479749,25.35756374172216,0.33473011982880824,25.69229386155265,0.7582355921984212,0.8794154010836405,True
shared_generic,0.012546045825196089,1.2546045825196088,1.6930438416630622,5.436001877454284,0.0,0.003498495204952601,8.225104925833122,2.2172628746946277,26.99011774767645,633.7761651225896,0.00042534353500642275,0.08215091521360664,26.655262911400797,0.0,26.655262911400815,0.7601106563730337,0.8810250318998076,True
shared_generic,0.0126576948636051,1.26576948636051,1.6915420013396492,5.427843998086027,0.0012569409455610906,0.0034239459735418976,6.692336226131852,1.9466196838097722,24.922584656666743,568.531074629105,0.0005116219295994527,0.07810665348824707,28.470639049338395,0.17237327861875756,28.29826577071958,0.7617331626590135,0.8824001444680432,True
shared_generic,0.012894992917744449,1.289499291774445,1.6884206905542183,5.410928423189792,0.012132362517223506,0.0035161085560093674,6.495716740341966,1.955493313377482,24.268515541141646,556.1527132134063,0.0005412964722079711,0.08057737648033708,29.07196650195115,0.7814697906662091,28.29049671128488,0.765125815775484,0.8852558984414917,True
shared_generic,0.0131322909718838,1.31322909718838,1.6853926883145107,5.394568900640697,0.033845347406034496,0.0036083166176610337,6.310505622971488,1.9642492268696525,23.64690427912781,544.3672036028005,0.0005717951671774205,0.08306580868614662,29.671581415361025,1.3866444784906045,28.284936936870146,0.7684450306305035,0.8880244200307343,True
shared_generic,0.01336958902602315,1.336958902602315,1.682454739859788,5.378743194213387,0.06602644515453267,0.0037005087004187143,6.135874057962212,1.9728922144029741,23.05567801399529,533.140812283387,0.0006030939790259795,0.08557077407159253,30.26938228324637,1.987792869961503,28.28158941328477,0.7716936518356103,0.890710005596775,True
shared_generic,0.0136068870801625,1.36068870801625,1.6796037838854025,5.363430472488653,0.10832749074924283,0.0037926249791646605,5.9710664229135,1.981426714076946,22.49292784926962,522.4420355195157,0.0006351671059311548,0.08809109811559218,30.865271676037583,2.584815631853936,28.280456044183456,0.7748743653862468,0.8933166838241668,True
shared_generic,0.01384418513430185,1.384418513430185,1.6768369423607754,5.348611221056989,0.16042017103370212,0.003884607299917686,5.815392738579964,1.989856837596729,21.956893364051957,512.2414401164549,0.0006679870946886816,0.09062560921548866,31.45915607533293,3.1776185293260277,28.281537546006827,0.7779897065515139,0.8958482255536999,True
shared_generic,0.014081483188441199,1.40814831884412,1.6741515125797466,5.334267169788261,0.22199470494060855,0.0039763992040589,5.668222014156972,1.9981863964979345,21.445948857334564,502.5115170675747,0.0007015249568784411,0.09317314005505288,32.050945708996146,3.7661123665324023,28.284833342463713,0.7810420673283478,0.8983081538390848,True
shared_generic,0.014318781242580549,1.431878124258055,1.6715449415299197,5.320381128749792,0.2927586271921912,0.004067946111705467,5.528976256521345,2.006418938097574,20.9585913436349,493.2265283269429,0.0007357503311589349,0.09573252826015528,32.64055496672889,4.350213035129258,28.290341931599635,0.7840337123384391,0.9006997817730172,True
shared_generic,0.014556079296719898,1.4556079296719897,1.669014825593394,5.306936962489093,0.3724356661596267,0.004159195335168953,5.3971252876836715,2.0145577662656935,20.493429446118217,484.362383567604,0.0007706316072855126,0.0983026179958027,33.22790217464396,4.929841434702968,28.29806073994097,0.7869667837352494,0.9030262170066383,True
shared_generic,0.01479337735085925,1.479337735085925,1.6665588939410654,5.293919479593162,0.4607647075011447,0.004250096137467185,5.272182090182882,2.0226059612058602,20.049173617928723,475.8965199340686,0.0008061360675271664,0.1008822607729413,33.81290962061802,5.504923430248827,28.30798619036912,0.7898433103425085,0.9052903791700164,True
shared_generic,0.0150306754049986,1.50306754049986,1.6641750002278293,5.281314368819063,0.5574988360247544,0.004340599786006205,5.153698682703888,2.030566395964133,19.624627256152532,467.80779064463377,0.0008422300280327815,0.10347031663123836,34.3955034886529,6.075389794843134,28.320113693809763,0.7926652145010111,0.9074950115709299,True
shared_generic,0.01526797345913795,1.5267973459137951,1.6618611277827846,5.269108208222754,0.6624044489603432,0.00443065930550568,5.04126255085945,2.0384417190874973,19.21867845884295,460.07638559671335,0.0008788789040059671,0.10606565500603213,34.97561293050156,6.641175977456091,28.334436953045444,0.7954343069891234,0.9096426513444716,True
shared_generic,0.0155052715132773,1.5505271513277301,1.6596153109867888,5.2572880344493145,0.7752604344803058,0.004520231328672519,4.934492688923239,2.0462346275285976,18.830294946854202,452.6836081483304,0.0009160478317901579,0.10866715754075018,35.553176198446955,7.202223118834852,28.350953079612044,0.7981523741933568,0.9117359291887418,True
shared_generic,0.01574256956741665,1.5742569567416649,1.6574357924891217,5.245842155713827,0.895857409903185,0.004609271886833799,4.833038276445351,2.0539472953459943,18.45851281857884,445.61209357447814,0.000953700679197573,0.1112737150350844,36.12812625166724,7.758475426757873,28.36965082490936,0.8008209962314458,0.9137769124286537,True
shared_generic,0.015979867621556,1.5979867621555999,1.6553208276662088,5.234759108346871,1.0239970145416968,0.004697741113865561,4.736574251601546,2.0615820137617407,18.102435818900837,438.8453862808453,0.0009918014295410118,0.11388423272901392,36.7004064290171,8.309882911657816,28.39052351735927,0.8034417594855047,0.9157678482903834,True
shared_generic,0.01621716567569535,1.6217165675695349,1.6532687346393278,5.224027910157551,1.1594912526179075,0.004785602021100344,4.644799505778125,2.069141029302952,17.761228145620098,432.3679696263583,0.00103031401358596,0.11649763250258122,37.26996617536863,8.856400552555357,28.41356562281327,0.806016202864454,0.917710969074695,True
shared_generic,0.0164544637298347,1.6454463729834699,1.6512780514799468,5.213638869847282,1.3021618821080712,0.0048728164585034595,4.5574361332942726,2.0766260939123407,17.434107281194056,426.16546541342836,0.0010692012605300557,0.1191128436012534,37.836748008677866,9.397985749746042,28.438762258931806,0.8085456602233776,0.9196079185000089,True
shared_generic,0.016691761783974052,1.669176178397405,1.6493473092401374,5.203582388418911,1.4518398457651827,0.004959349813022262,4.4742258119974405,2.0840389473134873,17.120342524592047,420.22422815208904,0.0011084263560690172,0.12172881146039728,38.400701936858034,9.934601062938974,28.466100873919036,0.8110314547117506,0.9214604266485928,True
shared_generic,0.0169290598381134,1.69290598381134,1.6474749333951917,5.193848442094403,1.608364740899953,0.005045175577550687,4.39492686873082,2.091382058638666,16.819253498940974,414.5310755773504,0.001147954386555617,0.12434452330303188,38.96180209677741,10.46621693636396,28.495585160413448,0.8134750891454993,0.9232710277825489,True
shared_generic,0.01716635789225275,1.716635789225275,1.6456598528020483,5.18442973902185,1.771584324660234,0.005130256592422722,4.31931847442894,2.0986561880930537,16.530197139608198,409.07431242186277,0.0011877467759774294,0.12695893281662315,39.51998338205121,10.992800084788756,28.52718329726244,0.8158774970323812,0.9250402920797074,True
shared_generic,0.0174036559463921,1.74036559463921,1.6439006638981457,5.175317365295313,1.9413540524692705,0.005214568772096362,4.247191862975633,2.105863324279115,16.252574931534312,403.8422765747733,0.0012277685916555164,0.12957105770318159,40.07521991685492,11.514327947628468,28.56089196922642,0.8182399922442382,0.9267703011966864,True
shared_generic,0.01764095400053145,1.764095400053145,1.6421961615643053,5.166503538495899,2.1175366462717338,0.005298087435468446,4.178353433726551,2.1130051789655866,15.985825011057237,398.8241426179406,0.0012679845110046702,0.13217992674785578,40.627481513789675,12.030780198819551,28.596701314970133,0.8205637339605852,0.9284627018177991,True
shared_generic,0.0178782520546708,1.78782520546708,1.6405452393215312,5.157981079780847,2.30000169078938,0.005380786808379945,4.112623446923146,2.1200828313857016,15.72941786770454,394.00981805930707,0.0013083587344729006,0.13478457049186995,41.17672904123979,12.542138351616062,28.634590689623714,0.8228497059126287,0.9301185770742401,True
