threshold,side,Vcem_fraction,Vcem_percent,objective,lnCn_MAP,Cn_MAP,root_residual,coarse_bracket_min_fraction,coarse_bracket_max_fraction
2.3,lower,0.00838632988909683,0.8386329889096831,2.2999999411911354,1.7822753372212383,5.94336420317182,-5.8808864444870323e-08,0.0068999999999999,0.0088666666666666
2.3,upper,0.01787825205467085,1.787825205467085,2.30000169077207,1.6405452664095066,5.1579812195001145,1.6907720703507323e-06,0.0167333333333333,0.0186999999999999
5.99,lower,0.006354285065167894,0.6354285065167894,5.989999953250458,1.8493352285968385,6.355593101411555,-4.67495420153341e-08,0.0049333333333333,0.0068999999999999
5.99,upper,0.02167591467226994,2.167591467226994,5.98999981305815,1.6206685821310802,5.056469852078896,-1.8694185044410006e-07,0.0206666666666666,0.0226333333333333
