trajectory,Vcem_fraction,Vcem_percent,Cn,beta_raw_projection,beta_adjusted_projection,A_raw_local,Gamma_raw_local,A_adjusted_local,Gamma_adjusted_local,pooled_physics_coordinate_raw_ratio,pooled_physics_coordinate_adjusted_ratio,pooled_local_20p3_coordinate_ratio
19A,0.024592733574879642,2.459273357487964,4.7029523059115945,8.215881948269013,7.929908349865859,0.2974651402296669,1.4564937653591947,0.2969694515434239,1.556283660768415,1.0117884453755677,1.0078915803201083,1.1048332088523527
BT2,0.002709648210837285,0.2709648210837285,8.292355473009664,110.93749643225073,110.88234172416941,0.31100654545276357,1.5255814032307606,0.3113205119771682,1.5935278089995903,0.9959017182663916,0.9987336767696142,1.249334925116701
pooled_RPIA,0.012546045825196089,1.2546045825196088,5.436001877454284,20.271560299724396,19.961765533133907,0.3026134543411656,1.4911805471801822,0.3028371625535019,1.61812043572011,1.0,1.0,1.0
