operating_point,N,Vcem_fraction,Vcem_percent,lnCn,Cn,phi_b,beta_raw_projection,beta_raw_eigen,beta_adjusted_projection,beta_adjusted_eigen,raw_lambda_min,raw_lambda_max,adjusted_lambda_min,adjusted_lambda_max,raw_spectral_ratio,adjusted_spectral_ratio,raw_rho,adjusted_rho,raw_angular_independence,adjusted_angular_independence,raw_condition,adjusted_condition,retention_min,retention_max,beta_Vp_median,beta_Vp_q25,beta_Vp_q75,beta_Vs_median,beta_Vs_q25,beta_Vs_q75,strong_coordinate_angle_to_20p3_deg,median_a_c,median_m_N,median_m_T,median_m_G,median_m_N_minus_m_G,median_beta_endpoint_K,median_beta_endpoint_G,median_endpoint_log_jacobian_det,median_beta_contact_K,median_beta_HS_path_K,median_beta_total_K,median_beta_contact_G,median_beta_HS_path_G,median_beta_total_G,median_dlnK_dln_a,median_dlnG_dln_a,median_dlnK_dphib,median_dlnG_dphib,median_dlnK_dlnCn_fixed,median_dlnG_dlnCn_fixed
19A,29,0.024592733574879642,2.459273357487964,1.548190461706214,4.7029523059115945,0.3754072664251204,8.215881963166979,8.218747697359676,7.929908364282014,7.95357614423245,0.012039486476794536,47.64325124422196,0.006201638026400502,2.8234398648046444,0.00025270077424144414,0.0021964831281538902,0.9993670337646681,0.9943495852117034,0.0012655318244088054,0.01126890238931344,62.90667254329082,21.33713299365343,0.053527082889205324,0.570298233625063,8.14212417414532,7.905587904446798,8.459083754265844,8.433741801801252,8.200741085807259,8.663448642426552,25.05257987432467,0.4643237807367808,0.9325270493175812,0.9028412474358334,0.9161575883964813,0.01636946092109992,12.361577368635333,12.080118689502369,0.16640546354127728,12.278626053803187,-4.7163975969854635,7.6020606339232595,12.092230502793818,-3.680989347213557,8.433741789116068,0.6323062244462108,0.6503039644556452,2.4745341011822575,2.0055339842173225,0.6836108878971457,0.7074115760730136
BT2,30,0.002709648210837285,0.2709648210837285,2.1153340630480177,8.292355473009664,0.3972903517891627,110.93750717543908,110.93824691437477,110.88235200496504,110.89073077319989,0.0002458158122635723,2588.9482757347796,0.00016278522457779943,151.1626472954121,9.494813572272174e-08,1.0768878918855774e-06,0.9999966178225824,0.9999616736888715,6.7643433960817845e-06,7.665115335098172e-05,3245.3144166448124,963.6398537221938,0.05823486288548551,0.6639620012676904,110.92460492224913,110.83974136293075,111.05571425187708,110.80648539145291,110.72973879397125,110.9635938746924,26.444152934190974,0.2321510323929938,0.9594684817578776,0.9364743771662369,0.9466511158460571,0.012817365911820477,116.45772244433445,114.41964856568474,1.182567340343038,115.95506477434624,-4.783838635099347,111.20782715748223,114.48158092474904,-3.7252954179005453,110.80647436597593,0.7135045361650326,0.7410962331810821,2.7152423127674297,2.2233500356350078,0.745962040671344,0.7821399252705418
pooled_RPIA,59,0.012546045825196089,1.2546045825196088,1.6930438416630622,5.436001877454284,0.38745395417480394,20.27156040962707,20.274117849462762,19.96176563612143,19.98935150814289,0.00903593513866241,237.2327999408203,0.003498495204923069,8.225104925833136,3.8088894709823006e-05,0.00042534353500283154,0.9999096469530647,0.9990026773441444,0.00018069793019748204,0.001993650659231294,162.03200830997585,48.48753230157693,0.03127990936515297,0.42915028411470724,20.069201415306686,20.01155940017452,20.413043753699277,20.28971845653816,20.236834353920827,20.621530738161304,0.03355011496614654,0.3784588690647618,0.9408686585011711,0.9135936899362221,0.9257538416482655,0.01511481685290561,24.514554704964706,24.002142756015985,0.30118686523826266,24.378772077895732,-4.760419440792373,19.594229983390704,24.016640305576374,-3.7354150729702305,20.289718343239542,0.6804925790859783,0.7061717045786507,2.6430797355203595,2.1909343601578257,0.7248699009920755,0.7630732895336222
pooled_transfer_weighted,59,0.012715967590067568,1.2715967590067567,1.6986696343622822,5.466669882162253,0.3872840324099325,19.950001993004193,19.952546644433966,19.63898023265928,19.66658100676661,0.009164606261322206,232.7563331023748,0.0035624823397943928,8.053212726489797,3.9374250913685235e-05,0.0004423678425972977,0.9999077536648309,0.9989754267605601,0.00018448416095195874,0.0020480967285568807,159.36533050116878,47.54536935330657,0.031174915871621568,0.43142100223137814,19.747992909522758,19.69038890007043,20.088386835799497,19.970076417059058,19.91749686030395,20.299210933513322,0.45542661114230665,0.379200158571185,0.940764363737343,0.9134563938643515,0.9256316190429204,0.015132744694422606,24.183464409801058,23.677337475412095,0.29751461277399727,24.049894119643564,-4.757136339134569,19.26897742583979,23.69158238315871,-3.7301086049484513,19.97007630933174,0.6794679437760464,0.70519787289669,2.6376674817640833,2.1851891229829334,0.7238630482575558,0.7621239989319405
