beta_contact_raw_projection,beta_HS_path_raw_projection,beta_total_raw_projection,A_raw,B_raw,Gamma_raw,beta_contact_adjusted_projection,beta_HS_path_adjusted_projection,beta_total_adjusted_projection,A_adjusted,B_adjusted,Gamma_adjusted,Vcem_reference,Cn_reference
24.120225492356344,-3.848665192631949,20.271560299724396,0.3026134543411656,3.848665192631949,1.4911805471801822,24.138056465991642,-4.176290932857735,19.961765533133907,0.3028371625535019,4.176290932857735,1.61812043572011,0.012546045825196089,5.436001877454284
