train,test,replicate,block_length_samples,block_length_m,unique_fraction_train,success,bound_hit,Vcem_train_bootstrap,Cn_train_bootstrap,A_raw,Gamma_raw,qstar_ratio_raw,local_exponential_ratio_raw,A_adjusted,Gamma_adjusted,qstar_ratio_adjusted,local_exponential_ratio_adjusted
19A,BT2,35,5,20,0.5172413793103449,True,False,0.003971600539085507,6.746555409494912,0.3094217396964783,1.519480457748812,1.0972736925870947,1.1194381914196712,0.3096580556941836,1.6259974560563861,1.0975464246427817,1.1197341322175276
19A,BT2,36,5,20,0.5172413793103449,True,False,0.012998049741316249,5.0064551922514005,0.30188056984908557,1.4952657420490012,1.0730395768110763,1.3571794326822983,0.3020070700355467,1.5846888650508415,1.075346838077004,1.3602734879460765
19A,BT2,37,5,20,0.5862068965517241,True,False,0.012749343231798577,5.227111252048953,0.30230012695857444,1.4960850151273666,1.032112299820199,1.2998002222246015,0.3026173862331141,1.575147825450665,1.0336950194581702,1.3021418617773295
19A,BT2,38,5,20,0.7241379310344828,True,False,0.02633998135689725,4.645742730984009,0.2963981165492355,1.4672727511251187,0.9952795653561728,1.5012024063778893,0.29622309186275514,1.549669655060728,1.0007193642292176,1.5092822507772858
19A,BT2,39,5,20,0.5517241379310345,True,True,0.05999999999997403,4.651700157921098,0.28941965445169693,1.385150241516561,0.9024107258534343,1.7077066046679215,0.288227607870766,1.4615359923733853,0.916587088030847,1.731798725925865
19A,BT2,40,5,20,0.6896551724137931,True,False,0.0334730946826129,4.539941155908656,0.29455943217804037,1.4348905711692075,0.9778156563881357,1.5716701500286778,0.2938337309796109,1.5289965652214332,0.9870592160779184,1.5851900920412039
19A,BT2,41,5,20,0.6896551724137931,True,False,0.008791251185416973,5.793061153726396,0.30547534136108234,1.4913185998158438,1.0223999969214932,1.1859395595956896,0.305393581727548,1.6033406281757177,1.0242668496250469,1.1880738176186612
19A,BT2,42,5,20,0.7586206896551724,True,False,0.013535296684817745,5.161020349473314,0.30223184754708465,1.4786116249312702,1.0293367162285305,1.3150713939078842,0.3021144786872189,1.585827650721852,1.0325850914356307,1.319150757255067
19A,BT2,43,5,20,0.6896551724137931,True,False,0.013140933338154023,5.437205974218524,0.3033658299727902,1.454366648256208,0.9819416793484058,1.2466653548395277,0.3025970138266209,1.5893533181054913,0.9866717300658893,1.2519750496056696
19A,BT2,44,5,20,0.7241379310344828,True,False,0.029554042497866324,4.492900768291971,0.2957308630780112,1.4465715943252502,1.0074451344554467,1.5668144073045653,0.29514171204793793,1.55381653064923,1.01646214193308,1.579883587531629
19A,BT2,45,5,20,0.4482758620689655,True,False,0.007913386812794465,5.452742709210059,0.3052334220502021,1.5125149392020654,1.1185433817172858,1.2694348863451665,0.30556157800048794,1.5935672541128254,1.1193456048300594,1.270526978550871
19A,BT2,46,5,20,0.7586206896551724,True,False,0.03201872311501717,4.853870716678221,0.2955527880328683,1.4291207319987258,0.9187056595763327,1.4605945087071068,0.2946041237208074,1.5298357121255486,0.9279954602105682,1.4736373127132312
