scheme,sample_subset,metric,n_valid,point_estimate,mean,median,mad,std,cv_abs,q02p5,q16,q84,q97p5,median_bias,probability_positive
MBB_40m,all_success,beta_raw,120,20.271560299724396,39.46238067105989,32.99768950734767,17.57902082514644,32.242848195434256,0.8170527891917037,2.5860401896264067,12.02672358385614,64.22554520694459,121.01501415039294,12.726129207623277,1.0
MBB_40m,all_success,beta_adjusted,120,19.961765533133907,39.17676447087387,32.703203306706435,17.595608543530993,32.294907388782974,0.8243382991158639,2.241763187163395,11.68690320076716,63.959281258425584,120.86738068370565,12.741437773572528,1.0
MBB_40m,all_success,beta_raw_at_BT2,120,107.92660145468805,108.58214703940739,109.0132550158492,1.1134132827024104,1.7691520371210423,0.016293212884056982,103.73620094101557,106.89262432457147,110.18352834585774,111.13150722419586,1.0866535611611425,1.0
MBB_40m,all_success,beta_raw_at_pooled,120,20.271560299724396,20.416183847424676,20.496018074728184,0.19856232161338028,0.340095627129196,0.016658138938736883,19.45122942661124,20.089725057952915,20.704802345019267,20.911285406510473,0.22445777500378838,1.0
MBB_40m,all_success,beta_raw_at_19A,120,8.332827109206809,8.408618078916108,8.440140734095596,0.08779409872744637,0.14739241534880168,0.0175287323036321,7.970334887637877,8.264706424337527,8.532604768415219,8.624498618359354,0.10731362488878737,1.0
MBB_40m,all_success,beta_adjusted_at_BT2,120,107.68964717904936,108.33131548961043,108.75239175112144,1.089882112980895,1.8596979907356725,0.017166762743816472,103.32061390503942,106.51849846827461,110.01069301040235,110.96062129897183,1.0627445720720772,1.0
MBB_40m,all_success,beta_adjusted_at_pooled,120,19.961765533133907,20.095993208013418,20.17971912733512,0.19883545594619711,0.3476709405288239,0.017300510451515663,19.139352791947864,19.756769097669906,20.401231640628726,20.576065367084833,0.2179535942012123,1.0
MBB_40m,all_success,beta_adjusted_at_19A,120,8.003784490406185,8.069379904773001,8.09967659476594,0.08471692106271078,0.1433088550706806,0.01775958707631476,7.664363282884991,7.937559872873491,8.187539797737038,8.256337621877963,0.09589210435975559,1.0
MBB_40m,all_success,Vcem_fraction,120,0.012546045825196089,0.01170000093108083,0.008301895642138932,0.0037612040795848727,0.010008524067707752,0.8554293394217002,0.002495806298902979,0.004539564973608919,0.01888375809763376,0.0447594589921044,-0.004244150183057157,1.0
MBB_40m,all_success,Cn,120,5.436001877454284,6.084025726828449,5.993955972219458,0.671275129514096,0.9929862777558721,0.16321204451472748,4.334861784150982,5.088453696014057,7.001950823290071,8.360652513688253,0.557954094765174,1.0
MBB_40m,interior_only,A_raw,119,0.3026134543411656,0.30451769916319,0.3057386545760654,0.0030786714429121287,0.00472009171670425,0.015500221266859003,0.29213440456809703,0.29975268585159753,0.3088948428516606,0.3114838568075137,0.0031252002348998165,1.0
MBB_40m,interior_only,Gamma_raw,119,1.4911805471801822,1.4902826303205308,1.4933735391395249,0.016030844667397126,0.023207131634317733,0.01557230230169584,1.4472297877933833,1.466360237159803,1.511576659074247,1.5256017848307206,0.0021929919593426384,1.0
MBB_40m,interior_only,A_adjusted,119,0.3028371625535019,0.30473948985702926,0.3058705311859864,0.0032232696653258786,0.004982123526592367,0.016348795257647004,0.2911838967754416,0.2998553169155187,0.30937120637494697,0.3120188978044671,0.00303336863248449,1.0
MBB_40m,interior_only,Gamma_adjusted,119,1.61812043572011,1.6210070111257744,1.6256842350341258,0.017568418132431818,0.02804432109734842,0.017300555090055965,1.5583906719102112,1.595980602118568,1.6469680396032773,1.6633452574623306,0.007563799314015851,1.0
MBB_40m,interior_only,beta_raw,119,20.271560299724396,39.788738478236795,33.403570297223126,17.142923815437378,32.179527576735815,0.8087596844603911,2.6440496973203356,12.91438898776597,64.53974150421183,121.52283421191744,13.13200999749873,1.0
MBB_40m,interior_only,beta_adjusted,119,19.961765533133907,39.50365196579363,33.10211581540882,17.16764190971047,32.231481155779775,0.8159114297505745,2.328275423525006,12.580867035148646,64.27463184836706,121.37686645020845,13.140350282274916,1.0
MBB_40m,interior_only,beta_raw_at_BT2,119,107.92660145468805,108.63162615002894,109.08977332895132,1.0605809383734623,1.691198372191693,0.015568195304892271,104.28530133141705,106.89517996872534,110.18585978076997,111.13517413757137,1.16317187426327,1.0
