scheme,block_length_samples,block_length_m,replicate,unique_fraction_19A,unique_fraction_BT2,bootstrap_success,hierarchy_evaluated,pooled_fit_nfev,pooled_fit_bound_hit,Vcem_fraction,Cn,A_raw,Gamma_raw,A_adjusted,Gamma_adjusted,beta_raw,beta_adjusted,beta_raw_at_BT2,beta_adjusted_at_BT2,beta_raw_at_pooled,beta_adjusted_at_pooled,beta_raw_at_19A,beta_adjusted_at_19A,hierarchy_separate_objective,hierarchy_qstar_objective,hierarchy_Cn_objective,hierarchy_qstar_delta,hierarchy_Cn_delta,hierarchy_delta_Cn_minus_qstar,hierarchy_qstar_success,hierarchy_Cn_success,hierarchy_qstar_bound_hit,hierarchy_Cn_bound_hit
MBB_12m,3,12,28,0.5862068965517241,0.5333333333333333,True,False,25,False,0.004501246393226223,7.618530639605343,0.309386238061604,1.492217982456278,0.30969571177872224,1.639422051518045,64.9604568130651,64.65701114099251,110.42349682675959,110.16718847573756,20.808716858228777,20.45345727604787,8.605461375664865,8.225926998667259,,,,,,,,,,
MBB_12m,3,12,29,0.4827586206896552,0.6333333333333333,True,False,17,False,0.009747965918647546,5.613612683689085,0.30439339980763513,1.4955538325906457,0.3044744761819229,1.6334014438758326,27.394073593777044,27.049163710916456,108.57248539041316,108.25543731481177,20.40214608513037,20.052830342670596,8.39355455226229,8.029656473228787,,,,,,,,,,
MBB_12m,3,12,30,0.6206896551724138,0.7333333333333333,True,False,18,False,0.021377250665320646,4.80916440927792,0.29781554895175827,1.4815059099124661,0.2980816846089132,1.5925624773372715,10.018542889129826,9.73767516202874,106.18027836114626,105.99896112798938,19.91410636275442,19.648687421578348,8.163503721385496,7.878495877983684,,,,,,,,,,
MBB_12m,3,12,31,0.6206896551724138,0.7,True,False,21,False,0.02030255090435591,4.781934802579491,0.2984917777473789,1.4777058749668386,0.2984725032029387,1.6009539212839876,10.810382711237482,10.484837943088,106.43940655924875,106.12207166357571,19.977813824933264,19.65818024740082,8.201123252112065,7.872034599198145,,,,,,,,,,
MBB_12m,3,12,32,0.6551724137931034,0.6666666666666666,True,False,17,False,0.009237687836069779,5.8574536649204,0.30471302416177687,1.5075103113813035,0.30489238125230766,1.6402782332057033,29.127983924175506,28.80763327774405,108.66034820423482,108.39235662038384,20.396763091947452,20.06839138433124,8.374701897543746,8.028331293173933,,,,,,,,,,
MBB_12m,3,12,33,0.6551724137931034,0.7,True,False,19,False,0.009090599390768242,5.761023505314573,0.3050054264272372,1.500010687503553,0.30502927629276533,1.6418871053284687,29.71450631226066,29.354190500881483,108.78713666164408,108.43882834083789,20.439425588579134,20.075150372097994,8.406568981322463,8.029612105228178,,,,,,,,,,
MBB_12m,3,12,34,0.6551724137931034,0.6333333333333333,True,False,25,False,0.006910854152801737,6.305024085297009,0.30671728759469286,1.4971044877503616,0.30710842037290187,1.628952056405698,40.5734028020337,40.29458576808771,109.4262168120704,109.23869795968606,20.583372621115323,20.274256175905553,8.483918853255016,8.148611172872048,,,,,,,,,,
MBB_12m,3,12,35,0.6551724137931034,0.6666666666666666,True,False,23,False,0.018437901558398175,4.889613030705166,0.29928618225986253,1.48389683457216,0.29954490895258934,1.5984903415827205,12.34311256997028,12.056817618969573,106.71699985352467,106.5240456735787,20.025154370812075,19.75001621707164,8.216934344736293,7.922203628311797,,,,,,,,,,
MBB_12m,3,12,36,0.5517241379310345,0.7,True,False,19,False,0.016694637621726793,4.884701315181635,0.30001554435627137,1.493593477416231,0.30031281931153464,1.6217227561976866,14.07415794247304,13.757689871978954,106.96176515744385,106.748967050116,20.058262620977935,19.75126183481933,8.220762308700072,7.891542825079575,,,,,,,,,,
MBB_12m,3,12,37,0.6551724137931034,0.7,True,False,21,False,0.016694233767566704,4.905126157396642,0.2997332707787796,1.5000234495196485,0.29988994255510815,1.621304365226703,14.040913288934021,13.733890321137157,106.84140707636692,106.59395681907789,20.019168165208633,19.71863570282516,8.192156392116038,7.875462132721607,,,,,,,,,,
MBB_12m,3,12,38,0.6551724137931034,0.6,True,False,19,False,0.015905964183087384,5.0888409582828045,0.30068709834490626,1.483709007290439,0.300975217753361,1.5984811874684552,15.041167663105309,14.76046887483222,107.23448294303316,107.0519264623319,20.137301105413336,19.864044592043317,8.274399308835434,7.98038782640633,,,,,,,,,,
MBB_12m,3,12,39,0.6206896551724138,0.6333333333333333,True,False,14,False,0.01318996759558992,5.576478317134569,0.3025335103085153,1.4776009419179166,0.30250079557103376,1.600131102810422,19.116672469348998,18.797421298166988,107.93127853811777,107.61079047182281,20.30023655694712,19.98138453788464,8.365749386816987,8.038026507470253,,,,,,,,,,
MBB_12m,3,12,40,0.7931034482758621,0.7333333333333333,True,False,19,False,0.011246010465084666,5.69714224741765,0.30361628123550305,1.4865188963577243,0.30384531153873423,1.6014468257436796,23.173884372939906,22.898618333092934,108.3084299336941,108.10367449566499,20.363523505864812,20.085155232123924,8.386022057882048,8.089192988944232,,,,,,,,,,
MBB_12m,3,12,41,0.6551724137931034,0.6333333333333333,True,False,24,False,0.0060977732781508105,6.210211731016911,0.307180830045405,1.5263628563702754,0.3075046377953649,1.6501664391683357,46.50092315917671,46.23972549454407,109.52364309356226,109.3315249530543,20.54480547504759,20.251083935178322,8.424829937319547,8.108212016433487,,,,,,,,,,
MBB_12m,3,12,42,0.5172413793103449,0.6666666666666666,True,False,20,False,0.029570225137933247,4.647641698053611,0.29523425787500596,1.452668377226206,0.2948306032207644,1.5776682955065233,6.0625978599788874,5.711501491331946,105.30023430136696,104.83663376151218,19.782789257260642,19.42799663226173,8.135358846847831,7.785973778985019,,,,,,,,,,
MBB_12m,3,12,43,0.7931034482758621,0.8,True,False,25,False,0.005500528514797218,6.64194218110141,0.3079686691163667,1.5079170558609742,0.308357306233157,1.6466184461763824,52.166568226206536,51.88563445154653,109.86082537805049,109.65513408050315,20.655209004902645,20.328204255838436,8.506000816663176,8.152334626827535,,,,,,,,,,
MBB_12m,3,12,44,0.7586206896551724,0.5333333333333333,True,False,19,False,0.011290288094139478,5.612793739393951,0.30344469289576803,1.4961999170658489,0.30362538456703575,1.6152793700894117,23.027467363960458,22.737126078672244,108.22073736188605,107.98769287860918,20.324860570721416,20.031924516597257,8.353256812902506,8.043403458883994,,,,,,,,,,
MBB_12m,3,12,45,0.5172413793103449,0.7,True,False,25,False,0.005632967462452236,6.684391556168528,0.30783551785431307,1.516347876116137,0.30835199800081325,1.649776531003394,50.80389068157799,50.55724327312914,109.79046488920879,109.64522600892073,20.62283645757004,20.31963029093191,8.478128767259687,8.143706357989256,,,,,,,,,,
MBB_12m,3,12,46,0.6206896551724138,0.6,True,False,21,False,0.0076823032511060645,6.17649545100806,0.3064092827175536,1.4816253028833222,0.3065656129377071,1.6268607851078638,36.10848474607326,35.75863548933723,109.35150901496205,109.04363784487215,20.59877369561038,20.236388426237248,8.512627675768604,8.132109983787508,,,,,,,,,,
MBB_12m,3,12,47,0.5862068965517241,0.7333333333333333,True,False,24,False,0.006129060220716801,6.66964026378545,0.30756405237308987,1.4911931558915634,0.3078534809246717,1.6227701212493977,46.39527998024663,46.1084412028311,109.75359582858881,109.52922399117594,20.66612204622906,20.349597538522822,8.534096806484207,8.195374412321765,,,,,,,,,,
MBB_12m,3,12,48,0.6896551724137931,0.5333333333333333,True,False,21,False,0.006594739547530422,6.759312263613341,0.30717066200356075,1.5007996056771704,0.30741018970811596,1.6359008814746079,42.76323934399205,42.456145348641826,109.5842345622285,109.33257586908898,20.60997253633668,20.280374536790795,8.492511194829198,8.142371746160915,,,,,,,,,,
MBB_12m,3,12,49,0.6551724137931034,0.6333333333333333,True,False,28,False,0.026227320226978615,4.541380326288411,0.2958652858547154,1.4782662859721485,0.29575578031679217,1.6018083266073486,7.325817500991365,6.991115045102631,105.46868494831388,105.1173101617459,19.767019248484797,19.43943489917114,8.0928309341291,7.759290136557102,,,,,,,,,,
MBB_12m,3,12,50,0.6206896551724138,0.7,True,False,21,False,0.016439055621939962,5.041930388841129,0.3002380030804625,1.4863116006568702,0.30054546801786153,1.6017605088630553,14.388667654523783,14.106378630436257,107.06219275867568,106.88507241750115,20.094788175722954,19.821327022138004,8.2492052899571,7.954177793184703,,,,,,,,,,
MBB_12m,3,12,51,0.6896551724137931,0.7,True,False,24,False,0.0072172168654769464,6.274337889782887,0.30633725906974424,1.5006077399530546,0.30680836281161633,1.6444017729647415,38.62489297446137,38.32407749384251,109.27714881418615,109.08907351593817,20.54404019469071,20.21046469687518,8.45913410365986,8.095255558526919,,,,,,,,,,
MBB_12m,3,12,52,0.5862068965517241,0.7333333333333333,True,False,24,True,0.05999999999999999,4.257701149633948,0.28760052256554286,1.4319967446756967,0.28716332062501626,1.5234867563962653,0.581586911359941,0.3052119425847861,102.53502364233842,102.14338856019859,19.227684274893722,18.956705172212743,7.880017265591118,7.6185308914748155,,,,,,,,,,
MBB_12m,3,12,53,0.6551724137931034,0.6,True,False,17,False,0.009515492098449716,5.980786243196205,0.30459897825160553,1.4942848090907346,0.30484641294584075,1.6142086158978148,28.184103302490104,27.902991252402007,108.65154864012848,108.44101049470731,20.421807288959137,20.132011843679003,8.405294260192571,8.095905671443862,,,,,,,,,,
MBB_12m,3,12,54,0.7241379310344828,0.5333333333333333,True,False,23,False,0.022719606290610782,4.8055612587225385,0.29777015331778445,1.4616626689837764,0.2977765741166324,1.5837834319430764,9.232099941878177,8.908695541330454,106.2134714754872,105.9084569167786,19.961702490120658,19.64702645966593,8.214515728309502,7.889474737923874,,,,,,,,,,
MBB_12m,3,12,55,0.6896551724137931,0.5666666666666667,True,False,24,False,0.023712797487391492,4.604094906832089,0.29653160026098724,1.4927279281297972,0.29686551983455434,1.5904817468366097,8.538138415080837,8.292435117645132,105.67818865612902,105.55537087996339,19.78280396118417,19.557121585089273,8.081402346781566,7.834586273351574,,,,,,,,,,
MBB_12m,3,12,56,0.7586206896551724,0.7,True,False,16,False,0.019761999275923557,5.042137409776676,0.29904054827849486,1.4774968664143644,0.29895155953088504,1.5966471925560644,11.24638399538545,10.928523743192578,106.64245728538668,106.30970842155634,20.022093782976714,19.707479556566902,8.22399434004147,7.902986338292403,,,,,,,,,,
MBB_12m,3,12,57,0.6551724137931034,0.7333333333333333,True,False,20,False,0.00892154082238711,5.840157642540212,0.3050499946737803,1.4992991503018112,0.30541981518159045,1.6294691200641171,30.35876816146242,30.06737196591107,108.80537561950105,108.6142140413316,20.444814405800845,20.13832903845872,8.410276608049195,8.078571063026057,,,,,,,,,,
MBB_12m,3,12,58,0.6551724137931034,0.5,True,False,27,False,0.049955135621424354,4.281671752240551,0.2893960546138504,1.4354041292111421,0.2891243228263514,1.5334367721530386,1.6924901660133358,1.4069932827608254,103.18909105256088,102.84205485949528,19.36200535409448,19.087329063522862,7.94395143808436,7.671765391491384,,,,,,,,,,
MBB_12m,3,12,59,0.5517241379310345,0.6666666666666666,True,False,21,False,0.019711958274109254,4.9826135282702095,0.29871599763294465,1.4853031888648112,0.29897192009344237,1.5949119642549423,11.248317775140936,10.973075212594019,106.50303244106911,106.32159017748067,19.976077280830083,19.713580964166596,8.190003049820454,7.908436503485304,,,,,,,,,,
MBB_12m,3,12,60,0.7241379310344828,0.7,True,False,17,False,0.020701855825417604,4.845334800885665,0.29816132651314625,1.4926827259476751,0.2985136417641657,1.600378143164528,10.467256529350408,10.200341649443178,106.27975550864015,106.13870317808153,19.912820219294627,19.6629453091384,8.14779136443528,7.875241135156869,,,,,,,,,,
MBB_12m,3,12,61,0.5862068965517241,0.6666666666666666,True,False,18,False,0.020346771389609344,4.798861294935346,0.2984735883306236,1.4703768616505304,0.2986069335390499,1.592413454798063,10.796387071161742,10.481498437521934,106.45114122481502,106.19318018187471,19.995279842699524,19.690937736749085,8.21990645931251,7.900250731589873,,,,,,,,,,
MBB_12m,3,12,62,0.6896551724137931,0.5666666666666667,True,False,12,False,0.01284143732073599,5.569500729608103,0.30257975072015975,1.4836199131289343,0.30294492690608993,1.6009438864107968,19.730690411148103,19.456089180885662,107.93319357955417,107.77265203276603,20.28838753826716,20.014686887189292,8.351596456577091,8.053920889667772,,,,,,,,,,
MBB_12m,3,12,63,0.6551724137931034,0.5333333333333333,True,False,23,False,0.005132572502046108,7.004430046304818,0.3083918063989679,1.5056892395991541,0.3086708463883002,1.6500295120577417,56.27208009996922,55.960905500721054,110.0225923947364,109.7622607494138,20.69468563595149,20.344391612389035,8.529140999854924,8.155997619962225,,,,,,,,,,
MBB_12m,3,12,64,0.6551724137931034,0.7666666666666667,True,False,14,False,0.015301901899621917,5.274000857549531,0.30116262660528265,1.4865102457804868,0.30129271859669127,1.605136234233152,15.817289621359809,15.517430053747262,107.40292654743048,107.15234956484838,20.167973883911472,19.872175082280684,8.286273572096063,7.9755706397640385,,,,,,,,,,
MBB_12m,3,12,65,0.41379310344827586,0.5666666666666667,True,False,26,False,0.058265644436036775,4.237172039425205,0.28744557877246907,1.4308562680613668,0.28671972905431686,1.5368525170777412,0.7463205815047447,0.42369151323650467,102.48071202561249,101.94603808384745,19.218277779988618,18.886851705474264,7.876754847989995,7.5648900241554236,,,,,,,,,,
MBB_12m,3,12,66,0.6206896551724138,0.6666666666666666,True,False,13,False,0.011992890553886614,5.3594486972267585,0.30258623340895874,1.5065598423291486,0.3028618519155714,1.6303895125745784,21.34765229254832,21.05149133020354,107.87784505893725,107.66787693777478,20.229697397258725,19.932067536402442,8.290753278481093,7.97210637540722,,,,,,,,,,
MBB_12m,3,12,67,0.6896551724137931,0.6333333333333333,True,False,26,False,0.007100419153436053,6.501747836061836,0.3066251542728928,1.4934911543226432,0.30712970748685703,1.624764210647566,39.38288881769833,39.11983494994627,109.40130980632163,109.25709502362946,20.585354846390462,20.286761523134896,8.489797592182974,8.160632231742662,,,,,,,,,,
MBB_12m,3,12,68,0.5862068965517241,0.6666666666666666,True,False,23,False,0.004457086978567954,7.336974670299852,0.30924438757303024,1.5050252578225949,0.309603689711179,1.6531282054536207,65.57766271531828,65.28384685360936,110.33891011461355,110.09872849893085,20.764355507051732,20.4107476060385,8.565577708692446,8.185675066669088,,,,,,,,,,
MBB_12m,3,12,69,0.6896551724137931,0.6,True,False,22,False,0.004948089589121154,6.872010106475285,0.3085467080740516,1.4995366963382804,0.30889380992892423,1.6493280675145363,58.560937760217996,58.251917589039074,110.09524536930243,109.84631137174605,20.722911706926162,20.363973625523474,8.551828659313825,8.16693234605798,,,,,,,,,,
MBB_12m,3,12,70,0.6896551724137931,0.5666666666666667,True,False,23,False,0.006905587682632507,6.130730224449326,0.3063317927446029,1.5121856131590246,0.3069630051161739,1.6414386677577493,40.5131124819123,40.275709326131725,109.24598936308264,109.15360279177456,20.513722560381026,20.230438308314852,8.42807099561216,8.109436730173762,,,,,,,,,,
MBB_12m,3,12,71,0.6896551724137931,0.6333333333333333,True,False,19,False,0.008593268830291038,5.876532364064629,0.30534830656304207,1.4932759190999787,0.30551639684335313,1.629211610006035,31.718277498469995,31.390537849703943,108.93062887763874,108.65050582376234,20.484137438792935,20.146691834953426,8.438451215449351,8.083184255397232,,,,,,,,,,
MBB_12m,3,12,72,0.6896551724137931,0.6333333333333333,True,False,11,False,0.013270315139245911,5.527111046403749,0.3024976966442558,1.4758413972580637,0.30268061565551757,1.6011471108835893,18.978855794449466,18.66862617523147,107.92249031142545,107.67459601726726,20.301923279163535,19.993095079443634,8.36898014542319,8.042632011243853,,,,,,,,,,
MBB_12m,3,12,73,0.7931034482758621,0.7,True,False,20,False,0.009995201520824866,5.813632986647673,0.30435563200019666,1.4960685945620456,0.304585736946897,1.6155923931994554,26.614148531195337,26.330702564859365,108.5572514387213,108.34132456317938,20.397807173743317,20.107662838702982,8.390647612511366,8.081619885572145,,,,,,,,,,
MBB_12m,3,12,74,0.6206896551724138,0.7666666666666667,True,False,19,False,0.01633036573430163,5.149963390138968,0.3005941907281095,1.4870117412160389,0.30050235781497,1.620635304196142,14.531309505922282,14.177408399526136,107.19188208957644,106.821653709472,20.121371577597287,19.769175925625028,8.261823724790741,7.902146644870678,,,,,,,,,,
MBB_12m,3,12,75,0.6206896551724138,0.6666666666666666,True,False,15,False,0.030667036771029554,4.767890924476422,0.2952180568533786,1.4433911234136223,0.29488702401755396,1.5577577708616663,5.718456961798386,5.398005245098892,105.31760660764152,104.90757174877727,19.80544207773506,19.48388183562406,8.159412578780321,7.841305116717731,,,,,,,,,,
MBB_12m,3,12,76,0.7241379310344828,0.6666666666666666,True,False,24,False,0.009457566070567842,5.94973717104272,0.3046803468652935,1.4954613108844232,0.3048511195027926,1.6144475737573787,28.386323112442376,28.09971060340878,108.67861654218268,108.44214598799469,20.425256392794562,20.131770247605075,8.405468970207115,8.095460521767862,,,,,,,,,,
MBB_12m,3,12,77,0.8275862068965517,0.6666666666666666,True,False,12,False,0.01281253280657432,5.453590354940262,0.3025357148221601,1.4845579431070963,0.30257836711550873,1.6204567066390878,19.77827343405813,19.43061281265874,107.91458099195208,107.58825779671704,20.282456585674726,19.93510808071498,8.347307150929886,7.987037945249532,,,,,,,,,,
MBB_12m,3,12,78,0.6551724137931034,0.8,True,False,17,False,0.011478516353590354,5.343939712774029,0.3031346320326771,1.5040416054874677,0.30339993559020073,1.619846137965876,22.53767587695851,22.262724248004584,108.0865709769816,107.89299578686396,20.279907718932925,20.002168184909475,8.319760505321689,8.022071322338071,,,,,,,,,,
MBB_12m,3,12,79,0.5172413793103449,0.4666666666666667,True,False,12,False,0.015538156450036682,5.242182220489449,0.30086019719911083,1.4792436905598612,0.30107665539430484,1.605549410512495,15.515100521956747,15.200505251698406,107.30960478072068,107.07157110922954,20.16262295737719,19.853887076694164,8.293332519945558,7.965684379520014,,,,,,,,,,
MBB_12m,3,12,80,0.6551724137931034,0.6333333333333333,True,False,33,False,0.0036666115944777515,7.177847623548296,0.3097168235060049,1.5209974346519348,0.3102305995355621,1.6545259403059849,80.63182158232117,80.43503486691638,110.47306056968776,110.32657240126996,20.760788249622035,20.457108837567553,8.542241831401185,8.207443486352972,,,,,,,,,,
MBB_12m,3,12,81,0.6551724137931034,0.5666666666666667,True,False,22,False,0.010238436991697684,5.820268218413014,0.3041323976561408,1.491226285340953,0.30435333403188575,1.6274837312071273,25.87896728321423,25.550954596266084,108.4870547858281,108.22562479429463,20.392511737381916,20.05844787088476,8.394469180324357,8.040493987869871,,,,,,,,,,
MBB_12m,3,12,82,0.6551724137931034,0.5333333333333333,True,False,34,False,0.04287418221499192,4.294887173215671,0.2908530530528123,1.4717362063961599,0.2910200626504717,1.5817666495202436,2.6628160767960427,2.358611478420716,103.63534896940051,103.42003191266252,19.38436609556067,19.113694551609925,7.906416085528501,7.620110899827448,,,,,,,,,,
MBB_12m,3,12,83,0.5862068965517241,0.7,True,False,19,False,0.008962301428502049,5.942770123405064,0.3049456024871553,1.507236142535343,0.3054949489062078,1.6192830798749576,30.170915541429647,29.94567335125368,108.7468717035993,108.66758104306685,20.416008686847352,20.17060735556165,8.384889418269871,8.108759487783637,,,,,,,,,,
MBB_12m,3,12,84,0.6206896551724138,0.6666666666666666,True,False,27,False,0.004286949848482256,7.135291596238839,0.3091786758458102,1.5152857005410614,0.30977231822880347,1.662431423820317,68.29164492249566,68.05827199676672,110.28883304112006,110.13754444940601,20.73263615398609,20.400177217481538,8.535574213626518,8.1677502415206,,,,,,,,,,
MBB_12m,3,12,85,0.5862068965517241,0.6,True,False,24,False,0.007815532085627085,6.318635464599454,0.30634497098630975,1.482198838079256,0.3065072847268788,1.6222313839025315,35.41760268231965,35.08131292345816,109.3263310506023,109.03376416353844,20.592167373063244,20.2436875568244,8.508484837336622,8.14206989486637,,,,,,,,,,
MBB_12m,3,12,86,0.7931034482758621,0.6666666666666666,True,False,19,False,0.038817441262587925,4.435423873822787,0.29214293064519975,1.461231965206243,0.29201386475771496,1.5639567065304845,3.4803858170986848,3.192648629257378,104.13782006378376,103.83162469896833,19.514288520518136,19.238873533565748,7.986846548043073,7.70796295360892,,,,,,,,,,
MBB_12m,3,12,87,0.5172413793103449,0.6666666666666666,True,False,26,False,0.004955154626383395,6.982853174641275,0.30894324224457476,1.4827311749553995,0.3089611030659036,1.6351689705999553,58.594527297772785,58.21225713037169,110.28388728940376,109.90678517772182,20.797892255001926,20.405881265811246,8.612718803043318,8.207385277548667,,,,,,,,,,
MBB_12m,3,12,88,0.6206896551724138,0.8,True,False,17,False,0.014665541353532499,5.233645740592426,0.3016416216659704,1.4796688848916666,0.30164387867221737,1.6087573938401223,16.728092366243175,16.39324246216529,107.5969204925538,107.27283110888077,20.223810073251585,19.89081874502273,8.32397450638397,7.980203707668432,,,,,,,,,,
MBB_12m,3,12,89,0.6206896551724138,0.6666666666666666,True,False,22,False,0.022558986343257887,4.636132807016324,0.29724103051142264,1.4814049423979307,0.29742492529589176,1.5942203816692324,9.251304836257162,8.96056101734736,105.96850555349599,105.75241002512304,19.868574165164905,19.592060537510577,8.140411367314117,7.847374174660005,,,,,,,,,,
MBB_12m,3,12,90,0.8275862068965517,0.6666666666666666,True,False,18,False,0.015923119908334532,5.0630061088368965,0.30041152348194805,1.4905480183994542,0.30056084180608056,1.618657909846072,14.985514765724574,14.661339490842927,107.11556746129536,106.8482145218424,20.097684870007253,19.778941032935943,8.24497619083644,7.909792076382032,,,,,,,,,,
MBB_12m,3,12,91,0.6896551724137931,0.5666666666666667,True,False,18,False,0.009208579986835703,5.689329033410653,0.30459071767864937,1.5107189488127766,0.304879436035349,1.6364223736295263,29.211045459146597,28.920734921560424,108.60713449785986,108.39728456184164,20.378733145197117,20.077311355750172,8.36118153628793,8.038076046655533,,,,,,,,,,
MBB_12m,3,12,92,0.6896551724137931,0.6,True,False,24,False,0.007460044757854619,6.237687510438968,0.30619956691192973,1.4972501916395915,0.30670940226177534,1.6224626067524555,37.23101020283138,36.98037228155849,109.23478442311281,109.10777396294903,20.54173092062866,20.25920084049794,8.462478956519051,8.149672557109119,,,,,,,,,,
MBB_12m,3,12,93,0.5862068965517241,0.7666666666666667,True,False,14,False,0.02477915863072865,4.99818343440768,0.2974368735246364,1.4534517998762333,0.2970488272409047,1.5859739506689556,8.129919533561118,7.761074937345245,106.11114121022,105.63436712302651,19.956329819337135,19.583366761256034,8.222835663332578,7.854047744478009,,,,,,,,,,
MBB_12m,3,12,94,0.7586206896551724,0.5,True,False,26,False,0.006787635505831487,6.017113268181798,0.30644199206252243,1.5115193605006645,0.3068297115194493,1.6532027569291947,41.30306209185447,40.99986068205352,109.28833558915916,109.07479976688444,20.52422571603547,20.1894514094221,8.434326712588632,8.072679819051693,,,,,,,,,,
MBB_12m,3,12,95,0.6206896551724138,0.6,True,False,18,False,0.024660305016808846,4.738620938985895,0.29670928986365636,1.4812467873541943,0.29647348120812955,1.599198409473278,8.085441508979102,7.7616262405855165,105.7726639024336,105.38874811601471,19.826599229179262,19.50337631554621,8.119210796339551,7.795425818437635,,,,,,,,,,
MBB_12m,3,12,96,0.5517241379310345,0.6,True,False,19,True,0.05999999999999999,4.1915950908591215,0.28695505798990845,1.4509707246373498,0.2864453784835051,1.539983379917587,0.5150233450160737,0.24472675928120236,102.24905543823212,101.83690802666965,19.127265696110356,18.856903606110514,7.803228726887626,7.545394356639394,,,,,,,,,,
MBB_12m,3,12,97,0.7586206896551724,0.6666666666666666,True,False,21,False,0.009376769353628751,5.8241583375235395,0.30481448137469025,1.4956665284867652,0.3048572194286885,1.6273555593077254,28.678485866104435,28.345918285726846,108.72760255398096,108.41190711996198,20.43541811333261,20.098941561475023,8.410376550378679,8.061324607178666,,,,,,,,,,
MBB_12m,3,12,98,0.7241379310344828,0.7,True,False,15,False,0.015389814494177355,5.170290575354747,0.3009350760197699,1.4886343853970145,0.3011444412909641,1.620349490227706,15.683670040739957,15.35481028407499,107.31360207307537,107.05933505008872,20.144354346513893,19.821091752565522,8.27136258795825,7.929016654968964,,,,,,,,,,
MBB_12m,3,12,99,0.6206896551724138,0.6666666666666666,True,False,25,False,0.007657038986770517,6.313444047283776,0.3062515026232934,1.4866308828881671,0.30646612988150973,1.623119937129055,36.206963985481266,35.887112044250436,109.2806807199891,109.01633936850878,20.573278453177252,20.238113939645313,8.492878223374252,8.138029534653427,,,,,,,,,,
MBB_12m,3,12,100,0.7241379310344828,0.6333333333333333,True,False,23,False,0.004760768483099935,6.755463868383558,0.3085353318357558,1.5163731932879851,0.3089484752540316,1.6566804929541072,60.97128820409588,60.703075677377484,110.04866863217994,109.8479792689119,20.678550760101523,20.349354545108557,8.506517456326627,8.149569972873492,,,,,,,,,,
MBB_12m,3,12,101,0.7241379310344828,0.7333333333333333,True,False,17,False,0.011186197618975777,5.593324366606974,0.3035314988282449,1.4851106847717233,0.30366771985080915,1.6148339212222567,23.314872455983025,22.993411599049374,108.28068539098977,108.00443800013264,20.360400332690794,20.036448591241882,8.386325757216989,8.04631148884097,,,,,,,,,,
MBB_12m,3,12,102,0.7241379310344828,0.6333333333333333,True,False,17,False,0.014916542703820208,5.304434480583325,0.30138238978199766,1.4886524096757163,0.30147509333012784,1.610169741371086,16.338782286784788,16.029436073317907,107.47863856344001,107.2069856583119,20.179961591136326,19.87372027403557,8.289503434310431,7.969578313424504,,,,,,,,,,
MBB_12m,3,12,103,0.5172413793103449,0.6,True,False,17,False,0.009735992507122938,5.902460344011612,0.30493748207073357,1.4808728552605919,0.30493117433165867,1.621859963960683,27.526095278391086,27.164186545835253,108.81023258442042,108.4530329877174,20.48340381285928,20.11902010666723,8.454785053577965,8.078970814625173,,,,,,,,,,
MBB_12m,3,12,104,0.5862068965517241,0.6666666666666666,True,False,14,False,0.012416783461607272,5.227589171782626,0.3025294862903156,1.5022111380017003,0.30253068432193114,1.6426189753772378,20.488720103290742,20.126551579285017,107.86784835389717,107.51487682920961,20.236398085867116,19.874107708945132,8.300029767631822,7.926063779175212,,,,,,,,,,
MBB_12m,3,12,105,0.5172413793103449,0.6333333333333333,True,False,21,False,0.009658031607429098,6.254375094432242,0.30518901153830785,1.4631522607483196,0.305141154611642,1.6025060910702682,27.851118602491574,27.489158982485236,108.9476635728576,108.57924122677008,20.54918831946509,20.185708290446335,8.51221650326532,8.139063457875086,,,,,,,,,,
MBB_12m,3,12,106,0.5862068965517241,0.6333333333333333,True,False,25,False,0.010104707919207128,5.9174900571724605,0.3045802083174269,1.4849387538931569,0.30475861625537304,1.6093933030466137,26.333848175819494,26.03230417014156,108.6681460617045,108.42072937295426,20.44443292375419,20.137441977192246,8.429426805249694,8.105162549451897,,,,,,,,,,
MBB_12m,3,12,107,0.5862068965517241,0.6,True,False,18,False,0.0187346876409546,4.954881695388976,0.2996093418020788,1.4719572355388755,0.2993135022019186,1.6042881982371553,12.131508715700413,11.76863404086067,106.86631497608732,106.4240511428835,20.081727780981215,19.716607631889588,8.261879182754909,7.897349892379836,,,,,,,,,,
MBB_12m,3,12,108,0.5862068965517241,0.6333333333333333,True,False,28,False,0.005202078518921859,6.5246335335540575,0.3081675030695314,1.5192920971167223,0.30862801247349286,1.6548389712639597,55.39102465956081,55.13621648670565,109.90557380928341,109.73434717157159,20.64169890739986,20.328564493105524,8.483785350239438,8.14144457853019,,,,,,,,,,
MBB_12m,3,12,109,0.6206896551724138,0.8,True,False,18,False,0.022951652632553762,4.750042921110936,0.29734992848433994,1.4781118656375754,0.29764024406070755,1.5861564757143876,9.03527258149337,8.761367857485869,106.01698336584289,105.85217102016004,19.885753301836218,19.630035371580487,8.153611433392586,7.877609976705128,,,,,,,,,,
MBB_12m,3,12,110,0.6551724137931034,0.5666666666666667,True,False,24,False,0.008337223069477475,6.096853231856396,0.3055078026134024,1.4923715464403893,0.30579499801381976,1.6370989652766603,32.833483960187365,32.498410845449136,108.99176750169913,108.7334711567613,20.499184435202356,20.148541243842594,8.447345754536295,8.073502723038256,,,,,,,,,,
