train,test,adjustment,Vcem_fraction,Vcem_percent,lnCn_profile,Cn_profile,profile_objective,lnCn_train_qstar,error_train_qstar,lnCn_test_oracle_qstar,error_test_oracle_qstar,lnCn_pooled_qstar,error_pooled_qstar,lnCn_train_local_exponential,error_train_local_exponential,lnCn_constant_Cn,error_constant_Cn
BT2,19A,raw,0.02008823529411765,2.008823529411765,1.5911765002221905,4.909521585130518,0.0015097197004117508,1.5929158296785861,0.0017393294563956552,1.5910002235740337,-0.00017627664815678123,1.5916280851727833,0.00045158495059283155,2.047908223657327,0.45673172343513646,1.548190461706214,-0.04298603851597638
BT2,19A,raw,0.021823529411764707,2.182352941176471,1.5730833576170749,4.8214916812262345,0.0005683496948912645,1.5741318192593083,0.0010484616422334891,1.5730218886841036,-6.146893297120926e-05,1.5733819890139071,0.0002986313968322829,1.8553990386719512,0.28231568105487637,1.548190461706214,-0.024892895910860746
BT2,19A,raw,0.023558823529411764,2.3558823529411765,1.5569688866513365,4.744418557654191,7.901269788012426e-05,1.5573525453387758,0.0003836586874392811,1.556960946834951,-7.939816385471588e-06,1.5570866703443234,0.00011778369298687252,1.662889853686575,0.10592096703523857,1.548190461706214,-0.008778424945122376
BT2,19A,raw,0.024592733574879642,2.459273357487964,1.5481904618179994,4.702952306437315,1.0786638948474273e-17,1.548190461706214,-1.1178524772503806e-10,1.548190461706214,-1.1178524772503806e-10,1.548190461706214,-1.1178524772503806e-10,1.548190461706214,-1.1178524772503806e-10,1.548190461706214,-1.1178524772503806e-10
BT2,19A,raw,0.025294117647058825,2.5294117647058822,1.5425526417205058,4.676512508850045,3.63009136282104e-05,1.5422976468502363,-0.000254994870269476,1.5425492435250203,-3.3981954854489516e-06,1.5424693354802372,-8.33062402685325e-05,1.4703806687011987,-0.07217197301930711,1.548190461706214,0.005637819985708337
BT2,19A,raw,0.027029411764705885,2.7029411764705884,1.5296103903337699,4.61637788643361,0.0004377897292406981,1.528742706153254,-0.0008676841805159707,1.5295721318626556,-3.825847111427194e-05,1.5293116244449172,-0.0002987658888526923,1.2778714837158223,-0.2517389066179476,1.548190461706214,0.018580071372444218
BT2,19A,raw,0.028764705882352942,2.876470588235294,1.5179600935845543,4.562907790181782,0.0012833833341624158,1.5165053047235535,-0.0014547888610008108,1.5178551353991547,-0.00010495818539957291,1.517436042972073,-0.000524050612481286,1.085362298730446,-0.4325977948541082,1.548190461706214,0.0302303681216598
BT2,19A,raw,0.0305,3.05,1.507451906680731,4.515210944877811,0.0025748527767935738,1.5054351701367843,-0.00201673654394674,1.5072545241184332,-0.00019738256229784312,1.5066963753919718,-0.0007555312887592702,0.89285311374507,-0.614598792935661,1.548190461706214,0.04073855502548307
BT2,19A,raw,0.032235294117647056,3.2235294117647055,1.4979610858366061,4.472560600262473,0.004315502780714686,1.4954070533775436,-0.002554032459062494,1.497650501871998,-0.0003105839646080355,1.4969707541599055,-0.0009903316767005954,0.700343928759694,-0.7976171570769122,1.548190461706214,0.05022937586960796
BT2,19A,raw,0.03397058823529412,3.397058823529412,1.489382668536403,4.43435720564326,0.006509927068108138,1.4863154760544495,-0.00306719248195364,1.4889421823031772,-0.00044048623322590075,1.4881565488278217,-0.0012261197085814413,0.5078347437743171,-0.981547924762086,1.548190461706214,0.058807793169810996
BT2,19A,raw,0.03570588235294118,3.570588235294118,1.4816275194386608,4.400101106625195,0.009163825982945635,1.4780707877171237,-0.003556731721537032,1.4810438178306582,-0.0005837016080025847,1.4801665297623277,-0.0014609896763331243,0.315325558788941,-1.1663019606497198,1.548190461706214,0.06656294226755333
BT2,19A,raw,0.037441176470588235,3.7441176470588236,1.474619312137131,4.369372089355002,0.012283868907251538,1.470596159737314,-0.004023152399816876,1.473881924417616,-0.0007373877195149259,1.4729259431519164,-0.0016933689852145495,0.12281637380356503,-1.351802938333566,1.548190461706214,0.07357114956908317
BT2,19A,raw,0.0391764705882353,3.9176470588235297,1.4682921970754268,4.341813843429819,0.015877589504717404,1.4638252608541429,-0.0044669362212839125,1.467393058324916,-0.0008991387505108417,1.4663702492823525,-0.0019219477930743079,-0.06969281118181181,-1.5379850082572386,1.548190461706214,0.07989826463078731
BT2,19A,raw,0.040911764705882356,4.091176470588236,1.4625889766467386,4.3171220004607225,0.01995330544534374,1.4577004369210087,-0.00488853972572989,1.461522075112728,-0.001066901534010567,1.4604433514068982,-0.0021456252398404096,-0.262201996167188,-1.7247909728139266,1.548190461706214,0.08560148505947551
BT2,19A,raw,0.04264705882352941,4.264705882352941,1.457459660689865,4.295034812205492,0.02452005668239669,1.4521712690578714,-0.005288391631993683,1.456220750571539,-0.0012389101183261086,1.4550961928099586,-0.002363467879906489,-0.45471118115256415,-1.9121708418424292,1.548190461706214,0.090730801016349
BT2,19A,raw,0.04438235294117647,4.438235294117647,1.4528603110821023,4.275325804578607,0.029587558000817887,1.4471934195722629,-0.005666891509839456,1.4514466768922596,-0.0014136341898427496,1.450285633873486,-0.0025746772086163716,-0.6472203661379399,-2.100080677220042,1.548190461706214,0.09533015062411176
BT2,19A,raw,0.04611764705882353,4.6117647058823525,1.4487521087047477,4.257797929625014,0.03516616270009412,1.4427276993709952,-0.0060244093337524784,1.447162370683202,-0.0015897380215457169,1.445973544656757,-0.002778564047990706,-0.839729551123316,-2.2884816598280637,1.548190461706214,0.09943835300146642
BT2,19A,raw,0.04785294117647059,4.785294117647059,1.4451005718852759,4.2422787753407585,0.04126683508208165,1.4387393077374333,-0.006361264147842549,1.4433345458477118,-0.001766026037564039,1.4421260651901138,-0.0029745066951620824,-1.032238736108693,-2.4773393079939687,1.548190461706214,0.10308988982093825
BT2,19A,raw,0.04958823529411765,4.958823529411765,1.4418750180975644,4.2286171220121265,0.04790112999303515,1.4351972076090533,-0.006677810488511016,1.4399335160623268,-0.0019415020352375745,1.4387129976122774,-0.0031620204852869094,-1.2247479210940688,-2.666622939191633,1.548190461706214,0.10631544360864975
BT2,19A,raw,0.051323529411764705,5.13235294117647,1.4390479185364131,4.216679283082898,0.055081178089509485,1.4320736083732304,-0.006974310163182729,1.4369327000917516,-0.0021152184446615596,1.4357073029243217,-0.0033406156120914243,-1.417257106079445,-2.856305024615858,1.548190461706214,0.10914254316980099
BT2,19A,raw,0.05305882352941177,5.305882352941177,1.436594553860075,4.20634691079947,0.06281967580757322,1.4293435347172765,-0.007251019142798576,1.4343082094112276,-0.002286344448847455,1.4330846814755742,-0.003509872384500845,-1.609766291064822,-3.046360844924897,1.548190461706214,0.11159590784613904
BT2,19A,raw,0.054794117647058826,5.479411764705882,1.434492631879411,4.197514783242637,0.0711298792458347,1.4269844649073695,-0.007508166972041375,1.4320385022348119,-0.0024541296445990124,1.4308232210047511,-0.003669410874659773,-1.8022754760501982,-3.236768107929609,1.548190461706214,0.11369782982680321
BT2,19A,raw,0.056529411764705884,5.652941176470589,1.4327219805829103,4.190089024404472,0.08002560134645678,1.4249760255018296,-0.00774595508108078,1.43010409152082,-0.0026178890620902617,1.428903099592468,-0.0038188809904422527,-1.994784661035574,-3.4275066416184843,1.548190461706214,0.11546848112330377
BT2,19A,raw,0.05826470588235294,5.826470588235294,1.4312642978411119,4.1839856534169995,0.08952121189092704,1.4232997322561787,-0.007964565584933192,1.4284872971578253,-0.002777000683286568,1.4273063335589755,-0.00395796428213635,-2.18729384602095,-3.618558143862062,1.548190461706214,0.11692616386510224
BT2,19A,raw,0.06,6.0,1.4301029235315392,4.179129300535088,0.09963163992933458,1.421938769082829,-0.008164154448710326,1.4271720345483616,-0.0029308889831776153,1.426016562389557,-0.004086361141982131,-2.3798030310063263,-3.8099059545378653,1.548190461706214,0.11808753817467488
BT2,19A,adjusted,0.001,0.1,2.4390214129251535,11.461818865102517,0.02237169864189985,2.448053732971,0.009032320045846642,2.4043651933692307,-0.034656219555922796,2.419387302953202,-0.019634109971951474,4.164208008163303,1.7251865952381498,1.548190461706214,-0.8908309512189394
BT2,19A,adjusted,0.002735294117647059,0.2735294117647059,2.130574138594429,8.419699498426862,0.017425056557065825,2.141736441181037,0.011162302586607886,2.112326165745799,-0.018247972848630223,2.1217134771863773,-0.008860661408051751,3.9717945328184214,1.8412203942239924,1.548190461706214,-0.5823836768882149
BT2,19A,adjusted,0.004470588235294118,0.4470588235294118,1.9848012526978498,7.2776008381767765,0.014291953982890803,1.9957665245318261,0.010965271833976331,1.9732436100952522,-0.011557642602597618,1.9800189276499136,-0.004782325047936187,3.779381057473539,1.7945798047756893,1.548190461706214,-0.4366107909916357
BT2,19A,adjusted,0.0062058823529411765,0.6205882352941177,1.8904612027587415,6.622422256244429,0.011750703120657478,1.90066698339894,0.010205780640198503,1.8826871358951838,-0.007774066863557749,1.887809867064433,-0.002651335694308532,3.586967582128657,1.6965063793699153,1.548190461706214,-0.3422707410525274
BT2,19A,adjusted,0.007941176470588236,0.7941176470588236,1.8216934958373294,6.182319321698368,0.009565069787177392,1.830944167804877,0.009250671967547586,1.8163382898357257,-0.005355206001603774,1.8202873479616672,-0.0014061478756621781,3.3945541067837746,1.5728606109464451,1.548190461706214,-0.2735030341311153
BT2,19A,adjusted,0.009676470588235293,0.9676470588235293,1.7682596445184537,5.86064487532775,0.0076515093807166396,1.7764848709127858,0.008225226394332097,1.7645500636732974,-0.0037095808451563794,1.7676137557384948,-0.0006458887799589696,3.2021406314388923,1.4338809869204385,1.548190461706214,-0.22006918281223964
BT2,19A,adjusted,0.011411764705882354,1.1411764705882355,1.7250512280151065,5.612808555369873,0.0059728675417694155,1.7322335784675784,0.007182350452471953,1.7224999954446276,-0.0025512325704788452,1.7248713485928622,-0.000179879422244289,3.0097271560940104,1.284675928078904,1.548190461706214,-0.17686076630889236
BT2,19A,adjusted,0.013147058823529411,1.3147058823529412,1.6891501280926475,5.414876797370521,0.004510871777946177,1.6952972003347517,0.006147072242104201,1.6874283653020985,-0.0017217627905490307,1.6892458838798763,9.575578722875733e-05,2.817313680749128,1.1281635526564806,1.548190461706214,-0.14095966638643342
BT2,19A,adjusted,0.014882352941176472,1.488235294117647,1.6587324198273878,5.252648469737985,0.003256400978681602,1.6638644003877505,0.005131980560362681,1.6576073414651733,-0.0011250783622145377,1.6589753957956228,0.0002429759682349708,2.624900205404246,0.966167785576858,1.548190461706214,-0.11054195812117373
BT2,19A,adjusted,0.01661764705882353,1.6617647058823528,1.6325820843579384,5.117070382439549,0.0022053344619910376,1.6367256245778947,0.004143540219956332,1.6318831337410957,-0.000698950616842664,1.6328833024777154,0.0003012181197770136,2.432486730059364,0.7999046457014256,1.548190461706214,-0.08439162265172429
BT2,19A,adjusted,0.01835294117647059,1.835294117647059,1.6098479336819929,5.0020505265904704,0.0013565414278070144,1.6130329462673771,0.0031850125853842837,1.6094469093608046,-0.00040102432118827025,1.6101447954521935,0.0002968617702006071,2.2400732547144813,0.6302253210324884,1.548190461706214,-0.061657471975778755
BT2,19A,adjusted,0.02008823529411765,2.008823529411765,1.5899110205977334,4.903312615089847,0.0007108129906981454,1.592168916384381,0.002257895786647701,1.589709688800129,-0.00020133179760439823,1.590159263568305,0.0002482429705716882,2.047659779369599,0.4577487587718656,1.548190461706214,-0.041720558891519266
BT2,19A,adjusted,0.021823529411764707,2.182352941176471,1.5723072585606601,4.817751177770276,0.0002702537351785314,1.5736699570552382,0.0013626984945780407,1.5722292707665846,-7.798779407552914e-05,1.5724757741242232,0.0001685155635631208,1.855246304024717,0.2829390454640568,1.548190461706214,-0.02411679685444601
BT2,19A,adjusted,0.023558823529411764,2.3558823529411765,1.5566797848443532,4.74304713592589,3.791559433610922e-05,1.5571791562469481,0.0004993714025949281,1.5566652028869792,-1.45819573740269e-05,1.556747153838367,6.736899401382779e-05,1.6628328286798348,0.10615304383548163,1.548190461706214,-0.008489323138139104
BT2,19A,adjusted,0.024592733574879642,2.459273357487964,1.548190461706214,4.7029523059115945,0.0,1.548190461706214,0.0,1.548190461706214,0.0,1.548190461706214,0.0,1.548190461706214,0.0,1.548190461706214,0.0
BT2,19A,adjusted,0.025294117647058825,2.5294117647058822,1.5427173718274079,4.677282934709982,1.88994350945845e-05,1.5424158827839425,-0.0003014890434653861,1.5427497973940916,3.2425566683702556e-05,1.5427004318471136,-1.6939980294283785e-05,1.4704193533349526,-0.07229801849245532,1.548190461706214,0.0054730898788062365
BT2,19A,adjusted,0.027029411764705885,2.7029411764705884,1.5301899677790038,4.6190542104288586,0.00022956481768693447,1.52915550557276,-0.0010344622062439246,1.5302687852437733,7.881746476945395e-05,1.5301171115751944,-7.285620380947933e-05,1.2780058779900703,-0.2521840897889336,1.548190461706214,0.01800049392721026
BT2,19A,adjusted,0.028764705882352942,2.876470588235294,1.5189442833055544,4.567400767735244,0.0006774485550769703,1.5172154352182219,-0.0017288480873325351,1.5190480011778997,0.00010371787234531027,1.5188195927152364,-0.00012469059031805507,1.0855924026451882,-0.43335188066036623,1.548190461706214,0.029246178400659684
BT2,19A,adjusted,0.0305,3.05,1.5088357753613801,4.521463729409403,0.0013676682532861345,1.5064452610638401,-0.002390514297540003,1.5089439754232634,0.00010820006188327902,1.5086615770330765,-0.00017419832830367632,0.8931789273003061,-0.615656848061074,1.548190461706214,0.03935468634483397
BT2,19A,adjusted,0.032235294117647056,3.2235294117647055,1.4997435219975774,4.480539763070142,0.0023057593797850217,1.4967196213138745,-0.0030239006837029514,1.499837132484254,9.361048667666516e-05,1.4995211327795117,-0.00022238921806572165,0.7007654519554241,-0.7989780700421534,1.548190461706214,0.04844693970863667
BT2,19A,adjusted,0.03397058823529412,3.397058823529412,1.4915624355509753,4.4440336135369645,0.003497617257840561,1.4879329449492282,-0.0036294906017471096,1.4916267754446233,6.433989364795778e-05,1.4912955798904013,-0.0002668556605740502,0.5083519766105413,-0.983210458940434,1.548190461706214,0.056628026155238764
BT2,19A,adjusted,0.03570588235294118,3.570588235294118,1.4842034308635106,4.411449987917448,0.004949474011883058,1.479995505067908,-0.004207925795602696,1.4842273212406267,2.3890377116142503e-05,1.4838976508756665,-0.00030577998784409033,0.31593850126565926,-1.1682649295978513,1.548190461706214,0.06398703084270352
BT2,19A,adjusted,0.037441176470588235,3.7441176470588236,1.4777805690973196,4.383206653068184,0.006670689757789332,1.4728304097351876,-0.004950159362131945,1.477565430227174,-0.00021513887014568134,1.4772525636713523,-0.000528005425967315,0.12352502592077719,-1.3542555431765424,1.548190461706214,0.07040989260889452
BT2,19A,adjusted,0.0391764705882353,3.9176470588235297,1.472035382441908,4.358096512985774,0.008670334194639629,1.466371275186145,-0.005664107255762829,1.471577786641739,-0.00045759580016890844,1.4712957582503452,-0.0007396241915627044,-0.06888844942410555,-1.5409238318660134,1.548190461706214,0.0761550792643062
BT2,19A,adjusted,0.040911764705882356,4.091176470588236,1.4668420586069502,4.335522175150162,0.010949523530953933,1.46056040373894,-0.006281654868010245,1.4662093605132263,-0.0006326980937239046,1.465971124190779,-0.000870934416171254,-0.2613019247689876,-1.7281439833759378,1.548190461706214,0.08134840309926394
BT2,19A,adjusted,0.04264705882352941,4.264705882352941,1.4621390996890202,4.3151802635531515,0.013512479031616568,1.4553473404955821,-0.006791759193438107,1.4614120308972618,-0.000727068791758434,1.4612295967102344,-0.0009095029787857811,-0.45371540011386946,-1.9158544998028897,1.548190461706214,0.08605136201719388
BT2,19A,adjusted,0.04438235294117647,4.438235294117647,1.457989840828354,4.297312558111507,0.01637298114507732,1.4506877181020288,-0.007302122726325244,1.4571434838920885,-0.0008463569362655576,1.4570280329098744,-0.0009618079184796624,-0.6461288754587518,-2.104118716287106,1.548190461706214,0.09020062087786007
BT2,19A,adjusted,0.04611764705882353,4.6117647058823525,1.4540393993366059,4.280369764071295,0.019517657577628727,1.4465423232226815,-0.007497076113924361,1.4533663221484647,-0.0006730771881411357,1.4533283036914637,-0.0007110956451421568,-0.8385423508036336,-2.2925817501402395,1.548190461706214,0.09415106236960824
BT2,19A,adjusted,0.04785294117647059,4.785294117647059,1.450566881934323,4.265531882887725,0.022981208619683356,1.4428763355545575,-0.007690546379765406,1.450047338965663,-0.0005195429686599695,1.4500965535125363,-0.0004703284217866255,-1.0309558261485163,-2.4815227080828395,1.548190461706214,0.09762357977189118
BT2,19A,adjusted,0.04958823529411765,4.958823529411765,1.4476719306071335,4.253201232630021,0.026771820482623082,1.439658702478643,-0.00801322812849059,1.4471569217721956,-0.0005150088349379356,1.4473025920828022,-0.00036933852433129744,-1.2233693014933982,-2.6710412321005315,1.548190461706214,0.1005185310990806
BT2,19A,adjusted,0.051323529411764705,5.13235294117647,1.445216914962547,4.242772363820368,0.030892537740594046,1.4368616213381291,-0.008355293624417781,1.4446685582721612,-0.0005483566903856651,1.4449193907547646,-0.00029752420778228483,-1.4157827768382805,-2.8609996918008274,1.548190461706214,0.10297354674366721
BT2,19A,adjusted,0.05305882352941177,5.305882352941177,1.4431052077299937,4.233822323991445,0.0353510738843132,1.4344601078578878,-0.008645099872105932,1.442558424762011,-0.0005467829679828284,1.4429226627083778,-0.0001825450216159652,-1.6081962521831632,-3.051301459913157,1.548190461706214,0.10508525397622037
BT2,19A,adjusted,0.054794117647058826,5.479411764705882,1.4413687593892108,4.226476889571182,0.04015763382691557,1.4324316340630405,-0.008937125326170303,1.4408050407427433,-0.000563718646467537,1.4412905107411058,-7.824864810501708e-05,-1.800609727528045,-3.241978486917256,1.548190461706214,0.10682170231700328
BT2,19A,adjusted,0.056529411764705884,5.652941176470589,1.4399512719111114,4.220490155566395,0.04532133812715107,1.4307558226889723,-0.009195449222139107,1.4393889774195052,-0.0005622944916061634,1.4400031300101757,5.185809906427252e-05,-1.9930232028729273,-3.4329744747840385,1.548190461706214,0.10823918979510272
BT2,19A,adjusted,0.05826470588235294,5.826470588235294,1.4388432908777449,4.215816522149231,0.0508522697264349,1.4294141878298825,-0.009429103047862375,1.4382926103083187,-0.0005506805694261985,1.4390425557535202,0.00019926487577537344,-2.185436678217809,-3.624279969095554,1.548190461706214,0.10934717082846923
BT2,19A,adjusted,0.06,6.0,1.4380301769708528,4.212389976380964,0.05676069003192433,1.4283899136805105,-0.009640263290342288,1.4374999081800608,-0.0005302687907919879,1.4383924480660002,0.00036227109514741507,-2.377850153562691,-3.8158803305335436,1.548190461706214,0.11016028473536132
