fabric_mode,description,pressure_1_mpa,pressure_2_mpa,lambda_min,lambda_max,spectral_ratio,condition_number,lambda_min_gain,worst_sd_reduction,determinant_gain,strong_direction_rotation_deg,weak_direction_rotation_deg,sd_Vcem_fraction,sd_Vcem_percentage_points,sd_lnCn,multiplicative_Cn_one_sigma,Vcem_lnCn_correlation,target_aligned_discrepancy_log_rms,raw_alignment_rms_per_scaled_parameter,aligned_1pct_lambda_min,aligned_1pct_lambda_max,aligned_1pct_lambda_min_gain,aligned_1pct_spectral_ratio,aligned_1pct_Vcem_lnCn_correlation,aligned_1pct_sd_Vcem_percentage_points,aligned_1pct_sd_lnCn,aligned_1pct_raw_alignment_rms_per_scaled_parameter
shared,all compliant and stiff coordination numbers share target Cn,5.0,7.5,2.2172628746946654,26.990117747676454,0.08215091521360803,3.488942378575846,633.7761651279503,25.17491142244497,2079.693022364861,26.655262911400786,26.655262911400772,0.0031207380845893365,0.3120738084589336,0.133382553589785,1.1426870537614193,-0.3633507104733877,0.0,0.0,1.0540124754570241,11.463539777282751,301.275952579218,0.09194476539835944,-0.7257353996422696,0.6911173838152407,0.18151612383120763,0.013497818039222679
fixed,compliant coordination number locally fixed,5.0,7.5,1.4071519786427216,27.971401381773084,0.05030681013928961,4.458477813248795,402.21635195114254,20.055332257311086,1367.8311856426797,20.654474378337877,20.654474378337895,0.003973158681158457,0.3973158681158457,0.16446837234079623,1.1787662873436187,-0.6815503345066279,0.0,0.0,0.6614302324283892,11.862231545617842,189.06135171991292,0.05575934257266588,-0.8346498459766479,0.8648938670082698,0.22483003164125878,0.010825013186595591
nuisance,compliant coordination number decoupled as nuisance,5.0,7.5,1.2889594036345255,22.319903232410333,0.05774932759398574,4.161276118641997,368.4325197361159,19.194596107657905,999.7900649699197,18.672911083892576,18.672911083892593,0.004598212549245281,0.45982125492452813,0.17048769034161507,1.185883054028702,-0.7006896332333136,0.0,0.0,0.6315293069916281,11.579610448717272,180.51455554460745,0.05453804424496729,-0.8412424706019268,0.8951026824950963,0.2292355709134177,0.010825013186595591
expanded_nuisance,compliant/stiff coordination and compliant phic decoupled,5.0,7.5,0.011723938478420237,17.487983701237702,0.0006703996686359264,38.62185282106152,3.3511375010382625,1.8306112370020737,7.125093056831419,0.21326202913719514,0.21326202913719514,0.07650184646562136,7.650184646562136,1.540668623890125,4.667710170384358,-0.9984188232644072,0.0,0.0,0.004222332625515524,16.99983524285554,1.2068996463319068,0.0002483749145327763,-0.9994172629111003,12.809064753503844,2.5610449858866957,0.0002851424639912598
