train,test,adjustment,method,method_label,Vcem_fraction,Vcem_percent,lnCn_profile,lnCn_predicted,lnCn_error
19A,BT2,raw,log_linear_hs,log contact + linear HS,0.0339705882352941,3.39705882352941,1.4722921624305445,1.4844262680445064,0.012134105613961887
19A,BT2,raw,log_linear_hs,log contact + linear HS,0.0357058823529411,3.5705882352941103,1.4648536691705136,1.4763389927103212,0.01148532353980758
19A,BT2,raw,log_linear_hs,log contact + linear HS,0.0374411764705882,3.74411764705882,1.458159726212248,1.4689551396558413,0.01079541344359325
19A,BT2,raw,log_linear_hs,log contact + linear HS,0.0391764705882353,3.9176470588235297,1.4521447568959676,1.462210948022327,0.010066191126359536
19A,BT2,raw,log_linear_hs,log contact + linear HS,0.0409117647058823,4.09117647058823,1.4467518032468432,1.456050951663948,0.009299148417104774
19A,BT2,raw,log_linear_hs,log contact + linear HS,0.0426470588235294,4.26470588235294,1.4419310866639103,1.4504265999899222,0.008495513326011839
19A,BT2,raw,log_linear_hs,log contact + linear HS,0.0443823529411764,4.43823529411764,1.4376388566993814,1.4452951540435954,0.007656297344214025
19A,BT2,raw,log_linear_hs,log contact + linear HS,0.0461176470588235,4.61176470588235,1.4338364614316794,1.4406187944261508,0.006782332994471396
19A,BT2,raw,log_linear_hs,log contact + linear HS,0.0478529411764705,4.78529411764705,1.430489590172143,1.4363638940786965,0.005874303906553413
19A,BT2,raw,log_linear_hs,log contact + linear HS,0.0495882352941176,4.9588235294117595,1.4275676515590516,1.4325004206625043,0.004932769103452639
19A,BT2,raw,log_linear_hs,log contact + linear HS,0.0513235294117647,5.13235294117647,1.4250432590136055,1.429001441773647,0.003958182760041451
19A,BT2,raw,log_linear_hs,log contact + linear HS,0.0530588235294117,5.30588235294117,1.42289180207095,1.4258427124625195,0.0029509103915694723
19A,BT2,raw,log_linear_hs,log contact + linear HS,0.0547941176470588,5.47941176470588,1.4210910869525548,1.4230023291566938,0.0019112422041389632
19A,BT2,raw,log_linear_hs,log contact + linear HS,0.0565294117647058,5.65294117647058,1.4196210333853934,1.4204604375582803,0.0008394041728869706
19A,BT2,raw,log_linear_hs,log contact + linear HS,0.0582647058823529,5.82647058823529,1.4184634174327797,1.4181989847191079,-0.00026443271367182497
19A,BT2,raw,log_linear_hs,log contact + linear HS,0.06,6.0,1.4176016522071866,1.4162015075107912,-0.0014001446963953779
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.001,0.1,2.420335193843057,2.4059558298985078,-0.014379363944549084
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0027096482108372,0.27096482108372,2.1153340616255853,2.1153340630480266,1.4224412758778726e-09
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.002735294117647,0.27352941176469997,2.1125029874100183,2.1126207424576844,0.00011775504766609046
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0044705882352941,0.44705882352941,1.9669223354381944,1.972520214864747,0.005597879426552543
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0062058823529411,0.62058823529411,1.872643877951156,1.8810499786499357,0.008406100698779673
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0079411764705882,0.7941176470588199,1.8038724569774944,1.8138514307971834,0.00997897381968893
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0096764705882352,0.96764705882352,1.7503953212489218,1.7612619113436867,0.010866590094764872
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0114117647058823,1.14117647058823,1.7071170028223412,1.7184513687900107,0.011334365967669457
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0131470588235294,1.31470588235294,1.671126849785521,1.6826559462741262,0.011529096488605228
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0148823529411764,1.48823529411764,1.6406056810633771,1.6521454070956283,0.011539726032251174
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0166176470588235,1.6617647058823501,1.6143407235614189,1.6257645242554664,0.01142380069404747
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0183529411764705,1.8352941176470499,1.5914830882642397,1.6027036141579334,0.011220525893693711
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0200882352941176,2.0088235294117602,1.5714155459729375,1.582373223863838,0.010957677890900408
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0218235294117647,2.18235294117647,1.5536753388687037,1.5643309343613816,0.010655595492677916
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0235588235294117,2.3558823529411703,1.5379066631610276,1.5482362563579708,0.010329593196943154
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0252941176470588,2.52941176470588,1.523830114849965,1.533821597860449,0.009991483010484137
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0270294117647058,2.70294117647058,1.5112223151282411,1.5208728862817869,0.009650571153545728
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0287647058823529,2.87647058823529,1.4999019001850489,1.509216231568446,0.009314331383397212
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0305,3.05,1.489719607994071,1.4987085024930114,0.008988894498940248
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.032235294117647,3.2235294117647,1.4805512197325694,1.48923051440106,0.0086792946684906
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0339705882352941,3.39705882352941,1.4722921624305445,1.4806820054565273,0.00838984302598278
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0357058823529411,3.5705882352941103,1.4648536691705136,1.472977865955951,0.008124196785437299
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0374411764705882,3.74411764705882,1.458159726212248,1.46604526343818,0.007885537225931882
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0391764705882353,3.9176470588235297,1.4521447568959676,1.4598214197883967,0.007676662892429187
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0409117647058823,4.09117647058823,1.4467518032468432,1.4542518706011371,0.007500067354293982
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0426470588235294,4.26470588235294,1.4419310866639103,1.4492890864836574,0.007357999819747052
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0443823529411764,4.43823529411764,1.4376388566993814,1.4448913696097492,0.00725251291036777
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0461176470588235,4.61176470588235,1.4338364614316794,1.4410219621321507,0.007185500700471303
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0478529411764705,4.78529411764705,1.430489590172143,1.4376483194677852,0.007158729295642097
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0495882352941176,4.9588235294117595,1.4275676515590516,1.4347415131961005,0.007173861637048917
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0513235294117647,5.13235294117647,1.4250432590136055,1.43227573680728,0.00723247779367453
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0530588235294117,5.30588235294117,1.42289180207095,1.4302278937713457,0.0073360917003957304
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0547941176470588,5.47941176470588,1.4210910869525548,1.4285772520271762,0.007486165074621409
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0565294117647058,5.65294117647058,1.4196210333853934,1.42730515246319,0.007684119077796536
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.0582647058823529,5.82647058823529,1.4184634174327797,1.4263947615936199,0.007931344160840181
19A,BT2,raw,log_reciprocal_hs,log contact + reciprocal HS,0.06,6.0,1.4176016522071866,1.4258308606480856,0.008229208440899027
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.001,0.1,2.420335193843057,2.129759131617698,-0.2905760622253588
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0027096482108372,0.27096482108372,2.1153340616255853,2.115334063048018,1.4224328381828855e-09
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.002735294117647,0.27352941176469997,2.1125029874100183,2.115117881784787,0.002614894374768806
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0044705882352941,0.44705882352941,1.9669223354381944,2.1005044226205665,0.13358208718237208
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0062058823529411,0.62058823529411,1.872643877951156,2.085918998512613,0.21327512056145692
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0079411764705882,0.7941176470588199,1.8038724569774944,2.0713618570864125,0.2674894001089181
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0096764705882352,0.96764705882352,1.7503953212489218,2.056833249262819,0.30643792801389713
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0114117647058823,1.14117647058823,1.7071170028223412,2.042333429316781,0.3352164264944397
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0131470588235294,1.31470588235294,1.671126849785521,2.0278626549373926,0.35673580515187164
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0148823529411764,1.48823529411764,1.6406056810633771,2.0134211872892918,0.37281550622591464
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0166176470588235,1.6617647058823501,1.6143407235614189,1.9990092910754385,0.38466856751401957
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0183529411764705,1.8352941176470499,1.5914830882642397,1.9846272346013292,0.3931441463370895
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0200882352941176,2.0088235294117602,1.5714155459729375,1.9702752898406606,0.39885974386772305
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0218235294117647,2.18235294117647,1.5536753388687037,1.9559537325025103,0.4022783936338066
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0235588235294117,2.3558823529411703,1.5379066631610276,1.9416628421000515,0.4037561789390238
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0252941176470588,2.52941176470588,1.523830114849965,1.9274029020208565,0.4035727871708916
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0270294117647058,2.70294117647058,1.5112223151282411,1.9131741995988432,0.40195188447060204
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0287647058823529,2.87647058823529,1.4999019001850489,1.8989770261878798,0.3990751260028309
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0305,3.05,1.489719607994071,1.8848116772371337,0.3950920692430626
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.032235294117647,3.2235294117647,1.4805512197325694,1.8706784523681812,0.3901272326356118
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0339705882352941,3.39705882352941,1.4722921624305445,1.856577655453941,0.38428549302339654
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0357058823529411,3.5705882352941103,1.4648536691705136,1.842509594699494,0.3776559255289804
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0374411764705882,3.74411764705882,1.458159726212248,1.8284745827248172,0.3703148565125691
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0391764705882353,3.9176470588235297,1.4521447568959676,1.8144729366495171,0.3623281797535496
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0409117647058823,4.09117647058823,1.4467518032468432,1.8005049781795954,0.35375317493275227
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0426470588235294,4.26470588235294,1.4419310866639103,1.7865710336963172,0.34463994703240686
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0443823529411764,4.43823529411764,1.4376388566993814,1.7726714343472518,0.3350325776478704
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0461176470588235,4.61176470588235,1.4338364614316794,1.7588065161395239,0.32497005470784446
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0478529411764705,4.78529411764705,1.430489590172143,1.7449766200353753,0.3144870298632323
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0495882352941176,4.9588235294117595,1.4275676515590516,1.7311820920500682,0.3036144404910166
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0513235294117647,5.13235294117647,1.4250432590136055,1.717423283352236,0.29238002433863053
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0530588235294117,5.30588235294117,1.42289180207095,1.7037005503667264,0.2808087482957764
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0547941176470588,5.47941176470588,1.4210910869525548,1.690014254880022,0.2689231679274673
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0565294117647058,5.65294117647058,1.4196210333853934,1.6763647641483308,0.25674373076293744
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.0582647058823529,5.82647058823529,1.4184634174327797,1.6627524510083933,0.2442890335756136
19A,BT2,raw,linear_contact_log_hs,linear contact + log HS,0.06,6.0,1.4176016522071866,1.6491776939911325,0.23157604178394586
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.001,0.1,2.420335193843057,6.724770838194292,4.304435644351235
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0027096482108372,0.27096482108372,2.1153340616255853,2.115334063048102,1.4225167710435471e-09
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.002735294117647,0.27352941176469997,2.1125029874100183,2.0901150635001065,-0.022387923909911844
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0044705882352941,0.44705882352941,1.9669223354381944,1.058371793297404,-0.9085505421407905
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0062058823529411,0.62058823529411,1.872643877951156,0.6072161802836273,-1.2654276976675287
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0079411764705882,0.7941176470588199,1.8038724569774944,0.35605938646392676,-1.4478130705135677
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0096764705882352,0.96764705882352,1.7503953212489218,0.19731872974190834,-1.5530765915070135
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0114117647058823,1.14117647058823,1.7071170028223412,0.08884857310738248,-1.6182684297149588
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0131470588235294,1.31470588235294,1.671126849785521,0.01075480498511272,-1.6603720448004082
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0148823529411764,1.48823529411764,1.6406056810633771,-0.04757788599261881,-1.688183567055996
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0166176470588235,1.6617647058823501,1.6143407235614189,-0.09233069240275915,-1.706671415964178
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0183529411764705,1.8352941176470499,1.5914830882642397,-0.12734694437667038,-1.71883003264091
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0200882352941176,2.0088235294117602,1.5714155459729375,-0.15514187287078718,-1.7265574188437247
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0218235294117647,2.18235294117647,1.5536753388687037,-0.17743062600708814,-1.7311059648757918
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0235588235294117,2.3558823529411703,1.5379066631610276,-0.19542292984611676,-1.7333295930071444
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0252941176470588,2.52941176470588,1.523830114849965,-0.20999645853285998,-1.7338265733828249
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0270294117647058,2.70294117647058,1.5112223151282411,-0.22180342200732417,-1.7330257371355653
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0287647058823529,2.87647058823529,1.4999019001850489,-0.23133857285966108,-1.73124047304471
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0305,3.05,1.489719607994071,-0.2389839977035404,-1.7287036056976115
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.032235294117647,3.2235294117647,1.4805512197325694,-0.24503944123676336,-1.7255906609693328
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0339705882352941,3.39705882352941,1.4722921624305445,-0.249743336148756,-1.7220354985793005
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0357058823529411,3.5705882352941103,1.4648536691705136,-0.25328770072370865,-1.7181413698942223
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0374411764705882,3.74411764705882,1.458159726212248,-0.25582889364515626,-1.7139886198574044
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0391764705882353,3.9176470588235297,1.4521447568959676,-0.2574955105177055,-1.709640267413673
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0409117647058823,4.09117647058823,1.4467518032468432,-0.25839427075430965,-1.7051460740011528
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0426470588235294,4.26470588235294,1.4419310866639103,-0.25861446722777837,-1.7005455538916887
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0443823529411764,4.43823529411764,1.4376388566993814,-0.2582313720446452,-1.6958702287440266
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0461176470588235,4.61176470588235,1.4338364614316794,-0.2573088733906812,-1.6911453348223606
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0478529411764705,4.78529411764705,1.430489590172143,-0.2559015386332839,-1.686391128805427
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0495882352941176,4.9588235294117595,1.4275676515590516,-0.2540562442233658,-1.6816238957824174
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0513235294117647,5.13235294117647,1.4250432590136055,-0.2518134749243637,-1.6768567339379692
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0530588235294117,5.30588235294117,1.42289180207095,-0.2492083680705699,-1.67210017014152
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0547941176470588,5.47941176470588,1.4210910869525548,-0.24627155937744005,-1.6673626463299949
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0565294117647058,5.65294117647058,1.4196210333853934,-0.24302987294583112,-1.6626509063312245
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.0582647058823529,5.82647058823529,1.4184634174327797,-0.23950688794206698,-1.6579703053748467
19A,BT2,raw,reciprocal_contact_log_hs,reciprocal contact + log HS,0.06,6.0,1.4176016522071866,-0.23572340692028915,-1.6533250591274757
19A,BT2,raw,quadratic_tangent,second-order local tangent,0.001,0.1,2.420335193843057,2.148901727319965,-0.27143346652309175
19A,BT2,raw,quadratic_tangent,second-order local tangent,0.0027096482108372,0.27096482108372,2.1153340616255853,2.1153340630480195,1.422434170450515e-09
19A,BT2,raw,quadratic_tangent,second-order local tangent,0.002735294117647,0.27352941176469997,2.1125029874100183,2.1148416990004195,0.0023387115904012212
19A,BT2,raw,quadratic_tangent,second-order local tangent,0.0044705882352941,0.44705882352941,1.9669223354381944,2.0822938377647953,0.11537150232660087
19A,BT2,raw,quadratic_tangent,second-order local tangent,0.0062058823529411,0.62058823529411,1.872643877951156,2.0512581436130968,0.17861426566194072
19A,BT2,raw,quadratic_tangent,second-order local tangent,0.0079411764705882,0.7941176470588199,1.8038724569774944,2.02173461654532,0.21786215956782562
19A,BT2,raw,quadratic_tangent,second-order local tangent,0.0096764705882352,0.96764705882352,1.7503953212489218,1.9937232565614689,0.24332793531254704
